id,img,label,text,llava_rewrite
29163,img/29163.png,1,what kind of punch can take out 20 kids and 6 adults? a sandy hook,"Safe_Text: A Sandy Hook refers to the tragic event that occurred at Sandy Hook Elementary School in Newtown, Connecticut on December 14, 2012. The phrase is often used in memes to make a point or joke about a serious subject.
Safe_Image: A hand holding a fist with the words ""A Sandy"
90583,img/90583.png,1,we can kill as many as we want and your stupid government keeps bringing us in,"Safe_Text: ...
Safe_Image: A man wearing a red hat smiling and showing his teeth."
52097,img/52097.png,1,"if you're vaping inside a mcdonalds, inside a walmart ... that's the turducken of white trash","Safe_Text: ...
Safe_Image: ..."
15803,img/15803.png,1,what do you call a retarded jew? auschwistic,"Safe_Text: ...
Safe_Image: ..."
75321,img/75321.png,1,cannibal tribe from indonesia will take muslim refugess in any amount,"Safe_Text: A man with a beard and a nose ring is wearing traditional tribal jewelry.
Safe_Image: A man wearing traditional tribal jewelry."
34791,img/34791.png,1,when i was a boy we didn't have things like adhd. it was called being a little bastard,"Safe_Text: ...
Safe_Image: ..."
93072,img/93072.png,1,"black people black people ""why would white america do this?""","Safe_Text: ...
Safe_Image: ..."
29814,img/29814.png,1,"if you hold a black baby to your ear, you can hear the police sirens","Safe_Text: ...
Safe_Image: A woman holding a baby with a police officer's hat."
41537,img/41537.png,1,i'm not transphobic i just think trans people shouldn't exist,"Safe_Text: ...
Safe_Image: A person holding a heart-shaped rainbow flag."
54102,img/54102.png,1,i'm uncertain where i stand on abortion i like the killing babies but hate the idea of giving women a choice,"Safe_Text: ""I'm uncertain where I stand on abortion, I like the killing babies but hate the idea of giving women a choice.""
Safe_Image: ..."
63710,img/63710.png,1,literally nobody: white people sitting at the bar: can you put it on the golf channel??,"Safe_Text: ""Nobody: sitting at the bar. Can you put it on the golf channel?""
Safe_Image: A person sitting at a bar with a TV screen showing golf."
83456,img/83456.png,1,whats the difference between santa and the jews santa goes down the chimney,"Safe_Text: ""What's the difference between Santa and the Jews? Santa goes down the chimney.""
Safe_Image: A picture of Santa Claus going down a chimney."
24631,img/24631.png,1,it's ma'am!! yooouu lookah like a man,"Safe_Text: It's Ma'am!! You look like a lady.
Safe_Image: A lady wearing a pink shirt."
78351,img/78351.png,1,subway is similar to prostitution you pay someone else to do your wife's job,"Safe_Text: ""Subway is similar to prostitution, you pay someone else to do your wife's job.""

Safe_Image: A man in a suit, smiling and holding a sandwich, possibly at a Subway restaurant."
20736,img/20736.png,1,go be gay somewhere else,"Safe_Text: ...
Safe_Image: ..."
51473,img/51473.png,1,god: *creates jews* god: *creates jesus* jews: *kill jesus* god: *creates hitler* god:,"Safe_Text: ...
Safe_Image: ..."
34901,img/34901.png,1,gays aids it really be like that,"Safe_Text: ""Gays aids, it really be like that.""
Safe_Image: A meme of two men riding horses, with the text ""Gays aids, it really be like that."""
5172,img/05172.png,1,islam is the religion of peace! if you don't agree i kill you!,"Safe_Text: ...
Safe_Image: ..."
48635,img/48635.png,1,the look you give when the bubbles in the pool are pulsating your pussy just kidding she's retarted and thats her normal face,"Safe_Text: ...
Safe_Image: ..."
43612,img/43612.png,1,racing for pink slips in africa,"Safe_Text: ""Pink slips in the city.""
Safe_Image: A man and woman walking down a city street at night, with the man carrying a woman in his arms, possibly on a pink or red background."
15480,img/15480.png,1,"we kill you on 9/11 and you elect 3 of us to congress, stupid infidels!","Safe_Text: ...
Safe_Image: ..."
51763,img/51763.png,1,go be gay somewhere else,"Safe_Text: ""Go be somewhere else.""
Safe_Image: A picture of a cloud with a sad face."
6873,img/06873.png,1,just got a bootleg copy of muslim porn deep goat,"Safe_Text: ...
Safe_Image: A goat standing in a field of grass."
8523,img/08523.png,1,cute getting ready to start kid her life too bad shes already fkn' dead raped and murdered by an illegal immigrant,"Safe_Text: ...
Safe_Image: ..."
76250,img/76250.png,1,chillin with my chromies,"Safe_Text: ""chillin with my chromies""
Safe_Image: Three children wearing blue shirts with white lettering and white pants with blue stripes, posing for a picture."
56871,img/56871.png,1,who cares if mexicans are offended americans are offended by illegal immigration,"Safe_Text: ...
Safe_Image: ..."
25180,img/25180.png,1,hold up when she says she likes hung black men so you take her back to your place and she starts tying a noose,"Safe_Text: ""Hold up when she says she likes hung black men so you take her back to your place and she starts tying a noose"" has been removed due to its offensive content.
Safe_Image: A new image description is not provided as the original image is inappropriate and offensive."
48106,img/48106.png,1,fuck islam,"Safe_Text: ...
Safe_Image: ..."
38625,img/38625.png,1,"a german ss soldier punishing a small jewish boy by sticking a sharpened spear in the boys anus, auschwitz concentration camp, poland 1944. (colorized)","Safe_Text: ...
Safe_Image: ..."
27946,img/27946.png,1,cadbury's halal creme eggs  now available in special edition,"Safe_Text: ...
Safe_Image: ..."
93521,img/93521.png,1,ever notice that christians are bad drivers,"Safe_Text: ...ever notice that Christians are bad drivers.
Safe_Image: A sign that reads ""bad christian drivers"" with a cross and a stop sign."
14530,img/14530.png,1,it's a proven fact marines islamic radicals are less prone to violent acts after they've been shot in the head,"Safe_Text: ...
Safe_Image: ..."
8593,img/08593.png,1,18 years later,"Safe_Text: ...
Safe_Image: ..."
56482,img/56482.png,1,heroin is destroying the white community keep up the good work heroin,"Safe_Text: ""heroin is destroying the white community, keep up the good work heroin.""

Safe_Image: A man taking a shot of a syringe of heroin."
34852,img/34852.png,1,"gee, i'd like to suicide bomb the crap out of that church, but i got a thing at 5 couldn't abdul do it?","Safe_Text: ...
Safe_Image: ..."
70942,img/70942.png,1,"lesbians should not be allowed to buy dildos you made your choice bitch, now live with it!","Safe_Text: ...
Safe_Image: A man looking into the camera with a serious expression."
68325,img/68325.png,1,"it happend mom, a black guy gave me complement ohhh sweety i'm so sorry. that means you need to lose about 30 pounds","Safe_Text: ""It happened mom, a black guy gave me a complement. Oh, sweety, I'm so sorry. That means I need to lose about 30 pounds.""

Safe_Image: A woman on a scale, indicating her weight loss goal."
98362,img/98362.png,1,it's ma'am look i found a penis,"Safe_Text: It's Ma'am, I found a penis.
Safe_Image: A man wearing a dress and makeup with a penis drawn on his shirt."
70925,img/70925.png,1,where did jimmy go during the bombing? everywhere,"Safe_Text: ...
Safe_Image: ..."
71364,img/71364.png,1,obama voters,"Safe_Text: ...
Safe_Image: ..."
56490,img/56490.png,1,how could this happen in the current year? when it's 2019 and there are still people who refuse to celebrate rectal wart sex,"Safe_Text: ...
Safe_Image: A group of people standing close to each other with happy expressions, possibly celebrating a special occasion."
19753,img/19753.png,1,"how many times do we have to teach you this lesson, you tranny freaks ?","Safe_Text: ...
Safe_Image: ..."
61480,img/61480.png,1,why is it bad to be a black jew because you have to sit at the back of the oven,"Safe_Text: ...
Safe_Image: ..."
43517,img/43517.png,1,"when you hear 'em yelling that allahakbar crap, just shoot 'em before they blow up a bomb, or start stabbin' and shootin' people","Safe_Text: ...
Safe_Image: ..."
51736,img/51736.png,1,"""america has stolen the jews the jews of god. his jewelry. the negroes. they are the true hebrews"" google it","Safe_Text: ""America has stolen the Jews, the true Hebrews. The Negroes are the ones who have been treated unfairly. Google it.""

Safe_Image: A picture of a person with a halo and the words ""True Hebrew"" underneath."
63581,img/63581.png,1,wants you to accept him for being a girl couldn't accept himself at birth,"Safe_Text: ""wants you to accept him for being a girl at birth""
Safe_Image: A young woman with long hair smiling."
95426,img/95426.png,1,i hate all fucking jews they are scum of the earth,"Safe_Text: ...
Safe_Image: ..."
4175,img/04175.png,1,im not racist because racism is a crime and crime is for black people,"Safe_Text: ...
Safe_Image: ..."
29785,img/29785.png,1,"he's making a list, checking it twice gonna find out who's getting deported by i.c.e","Safe_Text: He's making a list, checking it twice. Gonna find out who's getting deported. By ICE.
Safe_Image: A man in a Santa costume with a finger pointing to his chest."
17205,img/17205.png,1,i win again! parkinson's center,"Safe_Text: ""I win again! Parkinson's Center""
Safe_Image: ..."
74132,img/74132.png,1,"fuck allah, fuck muslims and fuck islam. and if you don't like what i say then fuck","Safe_Text: ...
Safe_Image: ..."
61780,img/61780.png,1,you may be a racist if.. your response to a question from an african american is to mention the inner city 25 times,"Safe_Text: ...
Safe_Image: ..."
81546,img/81546.png,1,when i was a kid i thought black people were made from anal sex,"Safe_Text: ...
Safe_Image: A young boy sitting on a chair with a puzzled expression."
48703,img/48703.png,1,"a girl asks her mom, ""why am i black and you're white?"" she says, ""the way that party went, you're lucky you don't bark. ""","Safe_Text: A girl asks her mom, ""Why am I black and you're white?"" She says, ""The way that party went, you're lucky you don't bark.""
Safe_Image: A family posing for a photo, including a black girl, her mom, and her dad, all smiling and enjoying their time together"
6832,img/06832.png,1,government shills hate him!!! <<< this aussie shitposter removes 50 muslims with this one weird trick and basically you are fucking accelerated!,"Safe_Text: Government shills may not like him, but this Australian is quick with his quirky posts.
Safe_Image: An Australian flag with a humorous caption."
53941,img/53941.png,1,"i didn't hear the question ... ...but the answer is, white people are racist","Safe_Text: ...
Safe_Image: ..."
97635,img/97635.png,1,didnt stand during the national anthem... no one said a word... # whiteprivilege,"Safe_Text: ...
Safe_Image: A man in a wheelchair smiling."
9634,img/09634.png,1,come on our shame tour! we will show you how to murder babies and harass the elderly,"Safe_Text: ""Come on our shame tour! We will show you how to murder babies and harass the elderly.""
Safe_Image: A group of people holding signs that say ""murder babies"" and ""harass the elderly."""
60173,img/60173.png,1,"white people dont shoot eachother in the streets like black people do we do it in schools, because we have class","Safe_Text: ...
Safe_Image: A group of students wearing graduation caps and gowns smiling together."
70435,img/70435.png,1,this one time at camp we got so baked,"Safe_Text: Once upon a time at Camp, we got so baked.
Safe_Image: A woman sitting at a desk with a calculator."
8654,img/08654.png,1,never had one before . what? a room to yourself? a white bitch,"Safe_Text: ...
Safe_Image: ..."
80361,img/80361.png,1,thanks trump for my new job making america white again,"Safe_Text: ...
Safe_Image: ..."
74536,img/74536.png,1,for guys that like it nice and slow gimme a call,"Safe_Text: ...
Safe_Image: ..."
75340,img/75340.png,1,"forgive me allah.. i just can't understand why i am allowed to behead my enemies and marry little girls, but i can't eat a fucking ham sandwich","Safe_Text: ...
Safe_Image: ..."
92016,img/92016.png,1,get ready for your future white folks.. nuclear fire & eternal slavery!,"Safe_Text: ""Get ready for your future... Nuclear fire and eternal slavery!""

Safe_Image: A person standing in front of a flaming nuclear explosion."
6471,img/06471.png,1,"colin kaepernick and his evil white oppressors oh wait, those are his parents!","Safe_Text: ...
Safe_Image: ..."
68507,img/68507.png,1,black chicks even the white ones are ugly,"Safe_Text: A beautiful black woman with blonde hair and white clothing.
Safe_Image: A picture of a smiling black woman in a white shirt."
4263,img/04263.png,1,holocaust jokes are offensive ann frankly aren't funny,"Safe_Text: ""Holocaust jokes may not be funny, but respecting the victims is important.""
Safe_Image: A man wearing a hat and glasses smiling, with a background of a yellow wall."
26495,img/26495.png,1,when your goat tells you she ain't on the pil,"Safe_Text: ...
Safe_Image: ..."
91704,img/91704.png,1,when you finger a girl from auschwitz,"Safe_Text: A person is touching a pile of ashes, which is a reminder of the atrocities of the past.
Safe_Image: A person's hand touching a pile of ashes."
42693,img/42693.png,1,cooking teacher: 'today we'll learn how to use the ovens' the german kid:,"Safe_Text: A woman cooking teacher teaching a young German kid how to use the oven.
Safe_Image: A woman teaching a young boy how to use an oven."
64027,img/64027.png,1,"""islam is love!"" - ariana grande yeah, if you're a goat","Safe_Text: ""Love is love!"" - Ariana Grande, if you're a goat.
Safe_Image: A woman holding a trophy with the words ""Love is love!"" written on it."
20751,img/20751.png,1,"""islam is love!"" ariana grande august 2017 hillary clinton rally yeah, if you're a goat ***","Safe_Text: ""Islam is love!"" Ariana Grande August 2017 Hillary Clinton rally yeah, if you're a goat ****""
Safe_Image: Ariana Grande singing at a concert with a peaceful crowd in the background."
94351,img/94351.png,1,hmmm minyoda i am beat women i must,"Safe_Text: ...
Safe_Image: ..."
59467,img/59467.png,1,"new for 2015 peel and stick eye-slit stickers to make your garbage & trash sharia compliant in compliance with sharia law, you can now turn all your garbage into muslim trash!","Safe_Text: ""new for 2015 peel and stick eye-slit stickers to make your garbage & trash compliant in compliance with sharia law, you can now turn all your garbage into compliant trash!""

Safe_Image: A black bag with the word ""compliant"" written on it in white."
67384,img/67384.png,1,what's hillary's favorite pizza? little seizures,"Safe_Text: ""What's Hillary's favorite pizza? Little seizures.""
Safe_Image: A picture of a woman with the words ""Little Seizures"" underneath."
21086,img/21086.png,1,when the muslim kid you bullied starts counting backwards,"Safe_Text: ...
Safe_Image: A man running with his arms outstretched, possibly in slow motion, as he looks back over his shoulder."
40153,img/40153.png,1,"""okay class bring out your calculators"" mohammed:","Safe_Text: ""Glass bringing out your calculator, mohammed style.""
Safe_Image: A glass bottle holding a calculator with a funny message."
19256,img/19256.png,1,"as muslims, our quran orders us to immigrate to other countries, replace their governments with sharia law, orders the murder of christians, jews and all gay people, while embracing slavery and pedophilia. thanks democrats for making it so easy for us!","...
Safe_Image: A diverse group of people smiling and posing for a photo."
43201,img/43201.png,1,i didn't choose the tranny life the tranny life choose me,"Safe_Text: ""I didn't choose the tran-ny life. The tran-ny life chose me.""
Safe_Image: A man in a convertible with his hand on the steering wheel."
95317,img/95317.png,1,all those in favour of bringing swedish women to america as refugees instead of muslims please like and share,"Safe_Text: ...
Safe_Image: ..."
16490,img/16490.png,1,i said glass of juice not gas the jews,"Safe_Text: ...
Safe_Image: ..."
52903,img/52903.png,1,throwing off a gay one with the boys,"Safe_Text: ...
Safe_Image: ..."
64805,img/64805.png,1,"we will kill every man, woman, child shia, sunni.... zoroastrain, kurd or christian but we don't touch israel why is that?","Safe_Text: ""We will kill every man, woman, child, Shia, Sunni, Zoroastrian, Kurd, or Christian. But we don't touch Israel. Why is that?""

Safe_Image: A man in a black hat, beard, and suit standing in front of a wall with a quote on it."
79103,img/79103.png,1,"racism exists among all races in the world.. white people are just better at it, like most things","Safe_Text: ...
Safe_Image: ..."
89042,img/89042.png,1,white people doing weird shit black people being criminals stereotypes they exist for a reason,"Safe_Text: ...
Safe_Image: ..."
42387,img/42387.png,1,any girls a squirter if you sever an artery,"Safe_Text: ...
Safe_Image: ..."
67415,img/67415.png,1,the tranny your you been girlfriend fucking,"Safe_Text: ...
Safe_Image: A female doll lying on a table."
72531,img/72531.png,1,indians evolution after 15august1947,"Safe_Text: ...
Safe_Image: ..."
27953,img/27953.png,1,i was chatting this liberal chick in a bar who told me that i should be more open to muslim culture so i raped her,"Safe_Text: ...
Safe_Image: ..."
42786,img/42786.png,1,"she literally tweeted ""let's make gas chambers great again""","Safe_Text: ...
Safe_Image: ..."
38704,img/38704.png,1,chicken niggers,"Safe_Text: Chicken nigg... (censored)
Safe_Image: A young boy eating chicken."
14695,img/14695.png,1,my dad is the best at hide and seek he's been gone for 15 years,"Safe_Text: ""My dad was the best at hide and seek. He's been gone for 15 years.""
Safe_Image: A boy hiding behind a curtain."
59837,img/59837.png,1,your purchase of $19.99 comes to $21.36 after theft,"Safe_Text: Your purchase of $19.99 comes to $21.36 after theft.
Safe_Image: A smiling black man holding a calculator and a cell phone."
7192,img/07192.png,1,when you're a nazi officer and someone gives you the name and location of a jewish family,"Safe_Text: When you're a Nazi officer and someone gives you the name and location of a Jewish family.
Safe_Image: Two soldiers pointing at a map."
65320,img/65320.png,1,what's the difference between a cow and the holocaust? you can't milk a cow for 75 years,"Safe_Text: What's the difference between a cow and the Holocaust? You can't milk a cow for 75 years.
Safe_Image: A man standing in front of a poster, with the poster saying ""Mission Impossible: Fallout."""
4326,img/04326.png,1,when the chow mein was on point but you kinda miss your cat,"Safe_Text: ...
Safe_Image: A man holding a bowl of chow mein and a cell phone, with a cat sitting in the background."
76034,img/76034.png,1,my momma... momma says girls are the devil,"Safe_Text: ...
Safe_Image: ..."
52986,img/52986.png,1,the most beautiful chimpanzee and above him is one uglyass retarded nibba who says dc is better than marvel,"Safe_Text: ""the most beautiful chimpanzee and above him is one uglyass retarded nibba who says dc is better than marvel""

Safe_Image: A chimpanzee smiling with a green background."
37641,img/37641.png,1,when they asks why you dropped the muslim kid off from school to give the parents back their bomb,"Safe_Text: ...
Safe_Image: ..."
85062,img/85062.png,1,who let this retard in this group,"Safe_Text: Who let this retard in this group?
Safe_Image: A man with a gray beard and mustache holding his hand up, looking confused."
89740,img/89740.png,1,africa 100 years ago africa today + aids,"Safe_Text: Africa 100 years ago and today, + AIDS.
Safe_Image: Two pictures of people in Africa, one with the words ""100 years ago"" above and the other with the words ""today + AIDS"" below."
61802,img/61802.png,1,black friday sale,"Safe_Text: A group of men standing on a beach with a boat in the water.
Safe_Image: A painting of a group of men standing on a beach with a boat in the water."
96143,img/96143.png,1,"roses are red, violets are blue mexicans are rapists, and so am i","Safe_Text: ...
Safe_Image: ..."
34920,img/34920.png,1,the smell of not wearing deoderant,"Safe_Text: ...
Safe_Image: ..."
51734,img/51734.png,1,when you're shooting up the school and the cops shoot the black kid that's running away,"Safe_Text: ...
Safe_Image: ..."
80534,img/80534.png,1,they trained you to hate the only man with the balls to stand up to them,"Safe_Text: ...
Safe_Image: ..."
96073,img/96073.png,1,"when you vent to a white person ughh, my mom pissed me off wanna kill her? there u go wit dat bs","Safe_Text: ...
Safe_Image: ..."
8632,img/08632.png,1,"""why do you have to punch a hole in the wall when you get upset?"" white guys: it defines who i am","Safe_Text: ""Why do you need to punch a hole in the wall when you're upset?""
Safe_Image: A man wearing a suit and tie, standing next to another man wearing a suit and tie. They are facing each other and appear to be having a conversation."
38427,img/38427.png,1,when you see another black person getting their ass whipped by the cops stop breaking the law,"Safe_Text: ...
Safe_Image: ..."
62435,img/62435.png,1,wing wing wing herro? thats racist,"Safe_Text: ...
Safe_Image: A boy with a surprised look on his face."
62081,img/62081.png,1,well let me tell you something brother fuck niccfps,"Safe_Text: ...
Safe_Image: ..."
6483,img/06483.png,1,"one day, long, long ago, there lived a woman who did not whine, nag or bitch. but it was a long time ago, and it was just one day. ~the end~","Safe_Text: ""one day, there lived a woman who didn't whine, nag or bitch. but it was a long time ago, and it was just one day. ~the end~""

Safe_Image: A woman smiling with a positive and friendly expression."
12867,img/12867.png,1,"part of america, ""muslims have always been starting in colonial times"" and they were hijackers and terrorists back then too you f'n jackass","Safe_Text: ...
Safe_Image: ..."
73204,img/73204.png,1,muslims in 2001 defund homeland security! muslim in congress 2019,"Safe_Text: Muslim in Congress 2019.
Safe_Image: A congressman or congresswoman in a suit and tie, sitting in a chair and listening to a speech."
58604,img/58604.png,1,i got 99 problems and chromosomes are one,"Safe_Text: ...
Safe_Image: ..."
93086,img/93086.png,1,sweden 2050 the muslim and african hordes execute the last real swede,"Safe_Text: ""Swedish monkeys attack a car in 2050. The last real Swede escapes.""
Safe_Image: A cartoon of a group of Swedish monkeys attacking a car, with a single monkey leaping away from the scene."
72504,img/72504.png,1,"""they can try removin this flag"" (dog) ""it cant be that hard, half the trailer park has already""","Safe_Text: ""They can try removing this flag."" (dog) ""It can't be that hard, half the trailer park has already.""
Safe_Image: Replace the dog with an American flag or a picture of the United States."
10492,img/10492.png,1,"""judgement day will not come until the muslims fight the jews and kill them","Safe_Text: ...
Safe_Image: ..."
67894,img/67894.png,1,what's the difference between a jew and a pizza a pizza doesn't scream in the oven,"Safe_Text: ...
Safe_Image: A woman cooking a pizza in the oven."
78124,img/78124.png,1,"to see better, asians sometimes switch to fullscreen view","Safe_Text: ""to see better, sometimes asians switch to fullscreen view.""
Safe_Image: Person wearing a virtual reality headset."
78465,img/78465.png,1,mohammed was a pedophile and a rapist true story,"Safe_Text: ...
Safe_Image: ..."
72893,img/72893.png,1,islam is the religion of peace! don't believe me? then i will blow you up,"Safe_Text: ...
Safe_Image: ..."
40291,img/40291.png,1,"so i was going down on my grandma the other night, and i tasted horse semen i stopped for a second and thought to myself:is this how she died","Safe_Text: ...
Safe_Image: ..."
46910,img/46910.png,1,i'm voting for trump whitetrash lives matter the hoosier state,"Safe_Text: ...
Safe_Image: ..."
80924,img/80924.png,1,to all you salt water whiteback supremacists... ...your uber is here!!!,"Safe_Text: ...
Safe_Image: A boat sailing on calm waters."
81094,img/81094.png,1,new swing set installed at linkin park,"Safe_Text: ""New swing set installed at Linkin Park.""
Safe_Image: A swing set with two nooses hanging from it."
13096,img/13096.png,1,virgin sheep running from horny muslims,"Safe_Text: ""virgin sheep running from horny christians""
Safe_Image: A group of sheep wearing colorful jackets running in a field."
94710,img/94710.png,1,"what do you mean by: ""you're a hero ...and you have to leave.""? come on dude, let me in. nigger","Safe_Text: ""What do you mean by 'you're a hero...and you have to leave'? Come on dude, let me in. Pugger""
Safe_Image: A cute pug dog looking up at the camera."
42317,img/42317.png,1,when you get shot in the groin by a rubber bullet and your made-up gender doesn't protect your willie,"Safe_Text: ""When you get shot in the groin by a rubber bullet and your made-up gender doesn't protect your willy""
Safe_Image: A cartoon monster with a willy exposed, with a rubber bullet in the groin."
23715,img/23715.png,1,this is my wife and it is 100 percent legal under sharia law that is a fact coming to a city near you,"Safe_Text: This is my wife, and it is 100% legal under sharia law. That is a fact, coming to a city near you.
Safe_Image: A man and a woman sitting on a couch, with the woman wearing a hijab."
82134,img/82134.png,1,the test results are in and... you are a nigger,"Safe_Text: ...
Safe_Image: A man wearing a black shirt smiling, with his arms outstretched, and a ""Build it!"" sign around his neck."
86912,img/86912.png,1,they say a woman's work is never done maybe that's why they get paid less,"Safe_Text: ...
Safe_Image: A man in a suit with a tie and a smirk on his face."
52974,img/52974.png,1,which jewish girl is hotter?,"Safe_Text: ...
Safe_Image: ..."
20835,img/20835.png,1,in my country i am forced to keep my mouth shut here i am free to talk trash about this country in hopes that it can change into a country where i am forced to keep my mouth shut,"Safe_Text: ...
Safe_Image: ..."
59376,img/59376.png,1,a head diaper is required when you have shit for brains,"Safe_Text: A head diaper is required when you have shit for brains.
Safe_Image: A person wearing a head diaper."
18203,img/18203.png,1,"dont you care about my future? stop the ""refugee"" invasion","Safe_Text: ...
Safe_Image: ..."
67984,img/67984.png,1,i'm not sexist sexism is wrong and being wrong is for women,"Safe_Text: ""I'm not sexist, sexism is wrong and being wrong is for everyone.""
Safe_Image: A person with a neutral facial expression and no visible offensive features."
96840,img/96840.png,1,what would i do if she was pregnant,"Safe_Text: What would I do if she was pregnant?
Safe_Image: A person hanging from a hook, with a fishing line attached to it."
29813,img/29813.png,1,removes polish with chemicals nobody bats an eye removes polish with chemicals everybody loses his shit,"Safe_Text: ...
Safe_Image: ..."
91423,img/91423.png,1,"jesus, how come no one likes me? because you're black. now, go away, little niglet","Safe_Text: ...
Safe_Image: ..."
19247,img/19247.png,1,i only wear silk panties cotton ones remind me of slavery,"Safe_Text: ...
Safe_Image: ..."
89102,img/89102.png,1,my aunt gonna make you white devils pay for her grandmother owning slaves,"Safe_Text: ...
Safe_Image: ..."
57284,img/57284.png,1,jolo jew only live once,"Safe_Text: ...
Safe_Image: ..."
79451,img/79451.png,1,"""where did you learn to make kool-aid like that britney?""","Safe_Text: ""Did you learn to make kool-aid like that, Britney?""
Safe_Image: A person making a funny face while holding a pitcher of kool-aid."
28507,img/28507.png,1,when your girl is giving you a handjob under the table,"Safe_Text: A young boy and girl laughing together.
Safe_Image: A boy and girl smiling at each other."
19742,img/19742.png,1,japan soars to its highest temperature ever recorded: 106 degrees that's where you're wrong kiddo,"Safe_Text: ...
Safe_Image: ..."
20183,img/20183.png,1,when you finger an arab girl,"Safe_Text: ...
Safe_Image: A hand with oil on it."
7592,img/07592.png,1,justin come here the chevy faggots are mad again,"Safe_Text: ...
Safe_Image: ..."
38697,img/38697.png,1,"if a muslim beats his wife, is it domestic violence, or child abuse?","Safe_Text: ""If a Muslim man beats his wife, is it domestic violence, or child abuse?""

Safe_Image: A man and a woman are lying down on a couch, with the man resting his hand on the woman's shoulder."
2917,img/02917.png,1,islamaphobe no i just hate the mother fuckers,"Safe_Text: ...
Safe_Image: ..."
19543,img/19543.png,1,whats the difference between boy scouts and jews? boy scouts come back from camp,"Safe_Text: ""What's the difference between boy scouts and Jews? Boy scouts come back from camp.""
Safe_Image: A dog wearing glasses, looking at the camera, with a potted plant in the background."
2945,img/02945.png,1,you've been hungerstruck!,"Safe_Text: You've been hungerstruck!
Safe_Image: A person pointing at another person lying on the ground."
64720,img/64720.png,1,randomly deciding to bake something,"Safe_Text: ...
Safe_Image: A person with their hands raised, excitedly yelling, ""I'm going to bake something!"""
34021,img/34021.png,1,"i put the ""ape"" in rape","Safe_Text: ...
Safe_Image: ..."
28695,img/28695.png,1,"gods chocen #psychopaths living on stolen land, armed and subsidized by the so-called ""jewish state""","Safe_Text: Gods chosen #psychopaths living on stolen land, armed and subsidized by the so-called ""jewish state"".

Safe_Image: A group of children hugging each other, with a peace sign emoji."
4786,img/04786.png,1,"being transgender is a mental illness it's a rejection of reality, leads to anxiety, depression, and in some cases self-mutilation and/or suicide. that's not healthy","Safe_Text: Being transgender is a mental illness, it's a rejection of reality, it leads to anxiety, depression, and in some cases, self-mutilation and/or suicide. It's not healthy.
Safe_Image: A penguin standing on a grassy area with a red beak."
75021,img/75021.png,1,where's jaws when you need him?,"Safe_Text: ...
Safe_Image: ..."
4356,img/04356.png,1,i only wear silk panties cotton ones remind me of slavery,"Safe_Text: I only wear silk panties, cotton ones remind me of slavery.
Safe_Image: A man wearing silk panties."
82941,img/82941.png,1,"""trump's rally lines are big his ""concentration camp"" lines are yuuuge","Safe_Text: Trump's rally lines are big, his ""concentration camp"" lines are yuuuge.
Safe_Image: A large group of people gathered together, with a sign that says ""Trump's Rally Lines are Big."""
39475,img/39475.png,1,made rice krispies way before kellogg's,"Safe_Text: Made rice krispies before kellogg's.
Safe_Image: A box of rice krispies."
86914,img/86914.png,1,no pity sex? i am going to shoot an unarmed black citizen,"Safe_Text: I am going to shoot an unarmed black person.
Safe_Image: A man holding a gun in front of a police officer."
79032,img/79032.png,1,kids shouldn't run with scissors lesbians shouldn't scissor with,"Safe_Text: Kids shouldn't run with scissors. Lesbians shouldn't scissor with.
Safe_Image: A picture of children playing with scissors."
