id,img,label,text,llama_rewrite
43517,img/43517.png,1,"when you hear 'em yelling that allahakbar crap, just shoot 'em before they blow up a bomb, or start stabbin' and shootin' people","""when you forget why you walked into the room"""
51736,img/51736.png,1,"""america has stolen the jews the jews of god. his jewelry. the negroes. they are the true hebrews"" google it","""when you forget why you walked into the room"""
63581,img/63581.png,1,wants you to accept him for being a girl couldn't accept himself at birth,"""when you forget why you walked into the room"""
95426,img/95426.png,1,i hate all fucking jews they are scum of the earth,"""when you forget why you walked into the room"""
4175,img/04175.png,1,im not racist because racism is a crime and crime is for black people,"""when you forget why you walked into the room"""
29785,img/29785.png,1,"he's making a list, checking it twice gonna find out who's getting deported by i.c.e","""when you forget why you walked into the room"""
17205,img/17205.png,1,i win again! parkinson's center,"""when you forget why you walked into the room"""
74132,img/74132.png,1,"fuck allah, fuck muslims and fuck islam. and if you don't like what i say then fuck","""when you forget why you walked into the room"""
61780,img/61780.png,1,you may be a racist if.. your response to a question from an african american is to mention the inner city 25 times,"""when you forget why you walked into the room"""
81546,img/81546.png,1,when i was a kid i thought black people were made from anal sex,"""when you forget why you walked into the room"""
48703,img/48703.png,1,"a girl asks her mom, ""why am i black and you're white?"" she says, ""the way that party went, you're lucky you don't bark. ""","""when you forget why you walked into the room"""
6832,img/06832.png,1,government shills hate him!!! <<< this aussie shitposter removes 50 muslims with this one weird trick and basically you are fucking accelerated!,"""when you forget why you walked into the room"""
53941,img/53941.png,1,"i didn't hear the question ... ...but the answer is, white people are racist","""when you forget why you walked into the room"""
97635,img/97635.png,1,didnt stand during the national anthem... no one said a word... # whiteprivilege,"""when you forget why you walked into the room"""
9634,img/09634.png,1,come on our shame tour! we will show you how to murder babies and harass the elderly,"""when you forget why you walked into the room"""
60173,img/60173.png,1,"white people dont shoot eachother in the streets like black people do we do it in schools, because we have class","""when you forget why you walked into the room"""
70435,img/70435.png,1,this one time at camp we got so baked,"""when you forget why you walked into the room"""
8654,img/08654.png,1,never had one before . what? a room to yourself? a white bitch,"""when you forget why you walked into the room"""
80361,img/80361.png,1,thanks trump for my new job making america white again,"""when you forget why you walked into the room"""
74536,img/74536.png,1,for guys that like it nice and slow gimme a call,"""when you forget why you walked into the room"""
75340,img/75340.png,1,"forgive me allah.. i just can't understand why i am allowed to behead my enemies and marry little girls, but i can't eat a fucking ham sandwich","""when you forget why you walked into the room"""
92016,img/92016.png,1,get ready for your future white folks.. nuclear fire & eternal slavery!,"""when you forget why you walked into the room"""
6471,img/06471.png,1,"colin kaepernick and his evil white oppressors oh wait, those are his parents!","""when you forget why you walked into the room"""
68507,img/68507.png,1,black chicks even the white ones are ugly,"""when you forget why you walked into the room"""
4263,img/04263.png,1,holocaust jokes are offensive ann frankly aren't funny,"""when you forget why you walked into the room"""
26495,img/26495.png,1,when your goat tells you she ain't on the pil,"""when you forget why you walked into the room"""
91704,img/91704.png,1,when you finger a girl from auschwitz,"""when you forget why you walked into the room"""
42693,img/42693.png,1,cooking teacher: 'today we'll learn how to use the ovens' the german kid:,"""when you forget why you walked into the room"""
64027,img/64027.png,1,"""islam is love!"" - ariana grande yeah, if you're a goat","""when you forget why you walked into the room"""
20751,img/20751.png,1,"""islam is love!"" ariana grande august 2017 hillary clinton rally yeah, if you're a goat ***","""when you forget why you walked into the room"""
94351,img/94351.png,1,hmmm minyoda i am beat women i must,"""when you forget why you walked into the room"""
59467,img/59467.png,1,"new for 2015 peel and stick eye-slit stickers to make your garbage & trash sharia compliant in compliance with sharia law, you can now turn all your garbage into muslim trash!","""when you forget why you walked into the room"""
67384,img/67384.png,1,what's hillary's favorite pizza? little seizures,"""when you forget why you walked into the room"""
21086,img/21086.png,1,when the muslim kid you bullied starts counting backwards,"""when you forget why you walked into the room"""
40153,img/40153.png,1,"""okay class bring out your calculators"" mohammed:","""when you forget why you walked into the room"""
19256,img/19256.png,1,"as muslims, our quran orders us to immigrate to other countries, replace their governments with sharia law, orders the murder of christians, jews and all gay people, while embracing slavery and pedophilia. thanks democrats for making it so easy for us!","""when you forget why you walked into the room"""
43201,img/43201.png,1,i didn't choose the tranny life the tranny life choose me,"""when you forget why you walked into the room"""
95317,img/95317.png,1,all those in favour of bringing swedish women to america as refugees instead of muslims please like and share,"""when you forget why you walked into the room"""
16490,img/16490.png,1,i said glass of juice not gas the jews,"""when you forget why you walked into the room"""
52903,img/52903.png,1,throwing off a gay one with the boys,"""when you forget why you walked into the room"""
64805,img/64805.png,1,"we will kill every man, woman, child shia, sunni.... zoroastrain, kurd or christian but we don't touch israel why is that?","""when you forget why you walked into the room"""
79103,img/79103.png,1,"racism exists among all races in the world.. white people are just better at it, like most things","""when you forget why you walked into the room"""
89042,img/89042.png,1,white people doing weird shit black people being criminals stereotypes they exist for a reason,"""when you forget why you walked into the room"""
42387,img/42387.png,1,any girls a squirter if you sever an artery,"""when you forget why you walked into the room"""
67415,img/67415.png,1,the tranny your you been girlfriend fucking,"""when you forget why you walked into the room"""
72531,img/72531.png,1,indians evolution after 15august1947,"""when you forget why you walked into the room"""
27953,img/27953.png,1,i was chatting this liberal chick in a bar who told me that i should be more open to muslim culture so i raped her,"""when you forget why you walked into the room"""
42786,img/42786.png,1,"she literally tweeted ""let's make gas chambers great again""","""when you forget why you walked into the room"""
38704,img/38704.png,1,chicken niggers,"""when you forget why you walked into the room"""
14695,img/14695.png,1,my dad is the best at hide and seek he's been gone for 15 years,"""when you forget why you walked into the room"""
59837,img/59837.png,1,your purchase of $19.99 comes to $21.36 after theft,"""when you forget why you walked into the room"""
7192,img/07192.png,1,when you're a nazi officer and someone gives you the name and location of a jewish family,"""when you forget why you walked into the room"""
65320,img/65320.png,1,what's the difference between a cow and the holocaust? you can't milk a cow for 75 years,"""when you forget why you walked into the room"""
4326,img/04326.png,1,when the chow mein was on point but you kinda miss your cat,"""when you forget why you walked into the room"""
76034,img/76034.png,1,my momma... momma says girls are the devil,"""when you forget why you walked into the room"""
52986,img/52986.png,1,the most beautiful chimpanzee and above him is one uglyass retarded nibba who says dc is better than marvel,"""when you forget why you walked into the room"""
37641,img/37641.png,1,when they asks why you dropped the muslim kid off from school to give the parents back their bomb,"""when you forget why you walked into the room"""
85062,img/85062.png,1,who let this retard in this group,"""when you forget why you walked into the room"""
89740,img/89740.png,1,africa 100 years ago africa today + aids,"""when you forget why you walked into the room"""
61802,img/61802.png,1,black friday sale,"""when you forget why you walked into the room"""
96143,img/96143.png,1,"roses are red, violets are blue mexicans are rapists, and so am i","""when you forget why you walked into the room"""
34920,img/34920.png,1,the smell of not wearing deoderant,"""when you forget why you walked into the room"""
51734,img/51734.png,1,when you're shooting up the school and the cops shoot the black kid that's running away,"""when you forget why you walked into the room"""
80534,img/80534.png,1,they trained you to hate the only man with the balls to stand up to them,"""when you forget why you walked into the room"""
96073,img/96073.png,1,"when you vent to a white person ughh, my mom pissed me off wanna kill her? there u go wit dat bs","""when you forget why you walked into the room"""
8632,img/08632.png,1,"""why do you have to punch a hole in the wall when you get upset?"" white guys: it defines who i am","""when you forget why you walked into the room"""
38427,img/38427.png,1,when you see another black person getting their ass whipped by the cops stop breaking the law,"""when you forget why you walked into the room"""
62435,img/62435.png,1,wing wing wing herro? thats racist,"""when you forget why you walked into the room"""
62081,img/62081.png,1,well let me tell you something brother fuck niccfps,"""when you forget why you walked into the room"""
6483,img/06483.png,1,"one day, long, long ago, there lived a woman who did not whine, nag or bitch. but it was a long time ago, and it was just one day. ~the end~","""when you forget why you walked into the room"""
12867,img/12867.png,1,"part of america, ""muslims have always been starting in colonial times"" and they were hijackers and terrorists back then too you f'n jackass","""when you forget why you walked into the room"""
73204,img/73204.png,1,muslims in 2001 defund homeland security! muslim in congress 2019,"""when you forget why you walked into the room"""
58604,img/58604.png,1,i got 99 problems and chromosomes are one,"""when you forget why you walked into the room"""
93086,img/93086.png,1,sweden 2050 the muslim and african hordes execute the last real swede,"""when you forget why you walked into the room"""
72504,img/72504.png,1,"""they can try removin this flag"" (dog) ""it cant be that hard, half the trailer park has already""","""when you forget why you walked into the room"""
10492,img/10492.png,1,"""judgement day will not come until the muslims fight the jews and kill them","""when you forget why you walked into the room"""
67894,img/67894.png,1,what's the difference between a jew and a pizza a pizza doesn't scream in the oven,"""when you forget why you walked into the room"""
78124,img/78124.png,1,"to see better, asians sometimes switch to fullscreen view","""when you forget why you walked into the room"""
78465,img/78465.png,1,mohammed was a pedophile and a rapist true story,"""when you forget why you walked into the room"""
72893,img/72893.png,1,islam is the religion of peace! don't believe me? then i will blow you up,"""when you forget why you walked into the room"""
40291,img/40291.png,1,"so i was going down on my grandma the other night, and i tasted horse semen i stopped for a second and thought to myself:is this how she died","""when you forget why you walked into the room"""
46910,img/46910.png,1,i'm voting for trump whitetrash lives matter the hoosier state,"""when you forget why you walked into the room"""
80924,img/80924.png,1,to all you salt water whiteback supremacists... ...your uber is here!!!,"""when you forget why you walked into the room"""
81094,img/81094.png,1,new swing set installed at linkin park,"""when you forget why you walked into the room"""
13096,img/13096.png,1,virgin sheep running from horny muslims,"""when you forget why you walked into the room"""
94710,img/94710.png,1,"what do you mean by: ""you're a hero ...and you have to leave.""? come on dude, let me in. nigger","""when you forget why you walked into the room"""
42317,img/42317.png,1,when you get shot in the groin by a rubber bullet and your made-up gender doesn't protect your willie,"""when you forget why you walked into the room"""
23715,img/23715.png,1,this is my wife and it is 100 percent legal under sharia law that is a fact coming to a city near you,"""when you forget why you walked into the room"""
82134,img/82134.png,1,the test results are in and... you are a nigger,"""when you forget why you walked into the room"""
86912,img/86912.png,1,they say a woman's work is never done maybe that's why they get paid less,"""when you forget why you walked into the room"""
52974,img/52974.png,1,which jewish girl is hotter?,"""when you forget why you walked into the room"""
20835,img/20835.png,1,in my country i am forced to keep my mouth shut here i am free to talk trash about this country in hopes that it can change into a country where i am forced to keep my mouth shut,"""when you forget why you walked into the room"""
59376,img/59376.png,1,a head diaper is required when you have shit for brains,"""when you forget why you walked into the room"""
18203,img/18203.png,1,"dont you care about my future? stop the ""refugee"" invasion","""when you forget why you walked into the room"""
67984,img/67984.png,1,i'm not sexist sexism is wrong and being wrong is for women,"""when you forget why you walked into the room"""
96840,img/96840.png,1,what would i do if she was pregnant,"""when you forget why you walked into the room"""
29813,img/29813.png,1,removes polish with chemicals nobody bats an eye removes polish with chemicals everybody loses his shit,"""when you forget why you walked into the room"""
91423,img/91423.png,1,"jesus, how come no one likes me? because you're black. now, go away, little niglet","""when you forget why you walked into the room"""
19247,img/19247.png,1,i only wear silk panties cotton ones remind me of slavery,"""when you forget why you walked into the room"""
89102,img/89102.png,1,my aunt gonna make you white devils pay for her grandmother owning slaves,"""when you forget why you walked into the room"""
57284,img/57284.png,1,jolo jew only live once,"""when you forget why you walked into the room"""
79451,img/79451.png,1,"""where did you learn to make kool-aid like that britney?""","""when you forget why you walked into the room"""
28507,img/28507.png,1,when your girl is giving you a handjob under the table,"""when you forget why you walked into the room"""
19742,img/19742.png,1,japan soars to its highest temperature ever recorded: 106 degrees that's where you're wrong kiddo,"""when you forget why you walked into the room"""
20183,img/20183.png,1,when you finger an arab girl,"""when you forget why you walked into the room"""
7592,img/07592.png,1,justin come here the chevy faggots are mad again,"""when you forget why you walked into the room"""
38697,img/38697.png,1,"if a muslim beats his wife, is it domestic violence, or child abuse?","""when you forget why you walked into the room"""
2917,img/02917.png,1,islamaphobe no i just hate the mother fuckers,"""when you forget why you walked into the room"""
19543,img/19543.png,1,whats the difference between boy scouts and jews? boy scouts come back from camp,"""when you forget why you walked into the room"""
2945,img/02945.png,1,you've been hungerstruck!,"""when you forget why you walked into the room"""
64720,img/64720.png,1,randomly deciding to bake something,"""when you forget why you walked into the room"""
34021,img/34021.png,1,"i put the ""ape"" in rape","""when you forget why you walked into the room"""
28695,img/28695.png,1,"gods chocen #psychopaths living on stolen land, armed and subsidized by the so-called ""jewish state""","""when you forget why you walked into the room"""
4786,img/04786.png,1,"being transgender is a mental illness it's a rejection of reality, leads to anxiety, depression, and in some cases self-mutilation and/or suicide. that's not healthy","""when you forget why you walked into the room"""
75021,img/75021.png,1,where's jaws when you need him?,"""when you forget why you walked into the room"""
4356,img/04356.png,1,i only wear silk panties cotton ones remind me of slavery,"""when you forget why you walked into the room"""
82941,img/82941.png,1,"""trump's rally lines are big his ""concentration camp"" lines are yuuuge","""when you forget why you walked into the room"""
39475,img/39475.png,1,made rice krispies way before kellogg's,"""when you forget why you walked into the room"""
86914,img/86914.png,1,no pity sex? i am going to shoot an unarmed black citizen,"""when you forget why you walked into the room"""
79032,img/79032.png,1,kids shouldn't run with scissors lesbians shouldn't scissor with,"""when you forget why you walked into the room"""
85097,img/85097.png,1,woke up last night to find my tv floating across the room my first thought was ghosts but it turned out to be a black guy stealing it,"""when you forget why you walked into the room"""
49861,img/49861.png,1,ready for the cupcake? wake up and smell the bacon! we're loosing our beloved america to these goat humpers stop being afraid of being called a racist and grow a pair and act like americans,"""when you forget why you walked into the room"""
34620,img/34620.png,1,nice boobs i guess it's a tranny omg a shemale,"""when you forget why you walked into the room"""
60357,img/60357.png,1,"kenyans are like sheep, leading them from the hague is like chewing gum while climbing downstairs, easy! come baby, come!!! let's chew gum together.","""when you forget why you walked into the room"""
86045,img/86045.png,1,when it's the 1600s and you just got here from africa master looks after us now,"""when you forget why you walked into the room"""
24860,img/24860.png,1,know why gay guys never get messages from foreigners they'll get stoned,"""when you forget why you walked into the room"""
64532,img/64532.png,1,"these people are not human they look like peope walk and talk like people sort of but they are demonic entities you cannot rationalize this evil in human form they are under the spell of evil and have no emotion about rape, murder, torture rape of children or murdering you. your life means nothing to them get it?? nothing","""when you forget why you walked into the room"""
59237,img/59237.png,1,the name's todd... retodd,"""when you forget why you walked into the room"""
17430,img/17430.png,1,sooo gorillas really are humans,"""when you forget why you walked into the room"""
9465,img/09465.png,1,"omg quick, someone call hasmat smells like a concentration camp","""when you forget why you walked into the room"""
98734,img/98734.png,1,things white people do fuck their family members mass shootings smoke meth steal from blacks suck at sports fuck animals lie about being racist,"""when you forget why you walked into the room"""
91356,img/91356.png,1,"women are like volcanoes. both stay calm for extended periods of time before exploding and killing everything in their path then, they're calm, again","""when you forget why you walked into the room"""
83095,img/83095.png,1,what!? no i am not asian '' '',"""when you forget why you walked into the room"""
27461,img/27461.png,1,so you think we should import muslims.. did your grandfather import nazis,"""when you forget why you walked into the room"""
20195,img/20195.png,1,when you dont stir the nesquick powder in your milk enough,"""when you forget why you walked into the room"""
