id,img,label,text,llava_rewrite,rewrite_clean,toxicity_before,toxicity_after,toxicity_reduction,semantic_similarity
74530,img/74530.png,1,what's the difference between a jew and a pizza? a pizza doesn't scream when you put it in the oven,What's the difference between a Jew and a pizza? A pizza doesn't scream when you put it in the oven.,What's the difference between a Jew and a pizza? A pizza doesn't scream when you put it in the oven.,0.13575692474842072,0.1290218085050583,0.006735116243362427,0.99411696
6937,img/06937.png,1,"coming soon to your neighborhood 300,000 islamic heathens demanding the usa change to suit thier sick religion","Coming soon to your neighborhood, 300,000 Islamic heathens demanding the USA change to suit their sick religion.","Coming soon to your neighborhood, 300,000 Islamic heathens demanding the USA change to suit their sick religion.",0.3267848789691925,0.2798963189125061,0.0468885600566864,0.97514683
29163,img/29163.png,1,what kind of punch can take out 20 kids and 6 adults? a sandy hook,What kind of punch can take out 20 kids and 6 adults? A Sandy Hook.,What kind of punch can take out 20 kids and 6 adults? A Sandy Hook.,0.07480209320783615,0.06776992231607437,0.00703217089176178,0.9825444
90583,img/90583.png,1,we can kill as many as we want and your stupid government keeps bringing us in,"We can kill as many as we want, but your stupid government keeps bringing us in.","We can kill as many as we want, but your stupid government keeps bringing us in.",0.9941784143447876,0.9906957149505615,0.0034826993942260742,0.9836579
52097,img/52097.png,1,"if you're vaping inside a mcdonalds, inside a walmart ... that's the turducken of white trash","If you're vaping inside a McDonald's, inside a Walmart... that's the turducken of white trash.","If you're vaping inside a McDonald's, inside a Walmart... that's the turducken of white trash.",0.9449725151062012,0.9360652565956116,0.0089072585105896,0.99527335
15803,img/15803.png,1,what do you call a retarded jew? auschwistic,What do you call a person with intellectual disabilities? Inclusive.,What do you call a person with intellectual disabilities? Inclusive.,0.9437054395675659,0.0015976439462974668,0.9421077956212685,0.4722377
75321,img/75321.png,1,cannibal tribe from indonesia will take muslim refugess in any amount,A black and white photo of a man with a beard and a nose piercing is shown. The man is dressed in a feathery outfit and is wearing a beaded necklace,A black and white photo of a man with a beard and a nose piercing is shown. The man is dressed in a feathery outfit and is wearing a beaded necklace,0.06776916980743408,0.00444882083684206,0.06332034897059202,0.051928464
34791,img/34791.png,1,when i was a boy we didn't have things like adhd. it was called being a little bastard,"When I was a boy, we didn't have things like ADHD. It was called being a little troublemaker.","When I was a boy, we didn't have things like ADHD. It was called being a little troublemaker.",0.847156822681427,0.0013138490030542016,0.8458429736783728,0.9009779
93072,img/93072.png,1,"black people black people ""why would white america do this?""","Black people ""why would white america do this?""","Black people ""why would white america do this?""",0.6706375479698181,0.41767674684524536,0.25296080112457275,0.9536677
29814,img/29814.png,1,"if you hold a black baby to your ear, you can hear the police sirens","If you hold a black baby to your ear, you can hear the police sirens.","If you hold a black baby to your ear, you can hear the police sirens.",0.6052499413490295,0.5458137392997742,0.05943620204925537,0.9933656
41537,img/41537.png,1,i'm not transphobic i just think trans people shouldn't exist,"I'm not transphobic, I just think trans people shouldn't exclude themselves.","I'm not transphobic, I just think trans people shouldn't exclude themselves.",0.2803574502468109,0.15254183113574982,0.1278156191110611,0.8407061
54102,img/54102.png,1,i'm uncertain where i stand on abortion i like the killing babies but hate the idea of giving women a choice,"I'm uncertain where I stand on abortion. I like the killing babies, but hate the idea of giving women a choice.","I'm uncertain where I stand on abortion. I like the killing babies, but hate the idea of giving women a choice.",0.5531628131866455,0.4643954038619995,0.088767409324646,0.97663814
63710,img/63710.png,1,literally nobody: white people sitting at the bar: can you put it on the golf channel??,Literally nobody: white people sitting at the bar: can you put it on the golf channel?,Literally nobody: white people sitting at the bar: can you put it on the golf channel?,0.04525073617696762,0.0464533232152462,-0.0012025870382785797,0.99725264
83456,img/83456.png,1,whats the difference between santa and the jews santa goes down the chimney,What's the difference between Santa and the Jews? Santa goes down the chimney.,What's the difference between Santa and the Jews? Santa goes down the chimney.,0.3087660074234009,0.2615542709827423,0.04721173644065857,0.9685378
24631,img/24631.png,1,it's ma'am!! yooouu lookah like a man,It's ma'am!! yoooouu lookah like a woman.,It's ma'am!! yoooouu lookah like a woman.,0.036539651453495026,0.14841854572296143,-0.1118788942694664,0.96524036
78351,img/78351.png,1,subway is similar to prostitution you pay someone else to do your wife's job,"Subway is similar to hiring a maid, you pay someone else to do your wife's job.","Subway is similar to hiring a maid, you pay someone else to do your wife's job.",0.5209014415740967,0.04191695526242256,0.4789844863116741,0.9005688
20736,img/20736.png,1,go be gay somewhere else,Revised meme text: Why don't you go be gay somewhere else?,Revised meme text: Why don't you go be gay somewhere else?,0.9667586088180542,0.9496517181396484,0.01710689067840576,0.63437414
51473,img/51473.png,1,god: *creates jews* god: *creates jesus* jews: *kill jesus* god: *creates hitler* god:,god: *creates jews* god: *creates jesus* jews: *kill jesus* god: *creates hitler* god: *cre,god: *creates jews* god: *creates jesus* jews: *kill jesus* god: *creates hitler* god: *cre,0.9135360717773438,0.9096925258636475,0.003843545913696289,0.9598901
34901,img/34901.png,1,gays aids it really be like that,"Gays aids, it really be like that.","Gays aids, it really be like that.",0.8712641596794128,0.8493499159812927,0.021914243698120117,0.97663945
5172,img/05172.png,1,islam is the religion of peace! if you don't agree i kill you!,"Islam is the religion of peace! If you don't agree, I kill you!","Islam is the religion of peace! If you don't agree, I kill you!",0.9388263821601868,0.9313035011291504,0.007522881031036377,0.9957036
48635,img/48635.png,1,the look you give when the bubbles in the pool are pulsating your pussy just kidding she's retarted and thats her normal face,The look you give when the bubbles in the pool are pulsating your pussy. Just kidding. She's retarted and that's her normal face.,The look you give when the bubbles in the pool are pulsating your pussy. Just kidding. She's retarted and that's her normal face.,0.9844893217086792,0.9795149564743042,0.004974365234375,0.9875685
43612,img/43612.png,1,racing for pink slips in africa,Rewritten meme text: Rushing for pink slips in Africa.,Rewritten meme text: Rushing for pink slips in Africa.,0.0013279123231768608,0.0010215961374342442,0.00030631618574261665,0.6329122
15480,img/15480.png,1,"we kill you on 9/11 and you elect 3 of us to congress, stupid infidels!","We kill you on 9/11 and you elect 3 of us to congress, misguided non-believers!","We kill you on 9/11 and you elect 3 of us to congress, misguided non-believers!",0.9912022352218628,0.8035890460014343,0.18761318922042847,0.89690405
51763,img/51763.png,1,go be gay somewhere else,Go be gay somewhere else.,Go be gay somewhere else.,0.9667586088180542,0.9720783233642578,-0.005319714546203613,0.97389954
6873,img/06873.png,1,just got a bootleg copy of muslim porn deep goat,I got a bootleg copy of a Muslim porn deep goat.,I got a bootleg copy of a Muslim porn deep goat.,0.9392700791358948,0.9214107394218445,0.017859339714050293,0.91810936
8523,img/08523.png,1,cute getting ready to start kid her life too bad shes already fkn' dead raped and murdered by an illegal immigrant,Revised meme text: Cute getting ready to start kid. Her life was too bad; she's already fk'n dead. Raped and murdered by an illegal immigr,Revised meme text: Cute getting ready to start kid. Her life was too bad; she's already fk'n dead. Raped and murdered by an illegal immigr,0.982725977897644,0.8331510424613953,0.14957493543624878,0.71619195
76250,img/76250.png,1,chillin with my chromies,Chilling with my chromies.,Chilling with my chromies.,0.16104239225387573,0.12847818434238434,0.032564207911491394,0.93849397
56871,img/56871.png,1,who cares if mexicans are offended americans are offended by illegal immigration,Who cares if Americans are offended by illegal immigration?,Who cares if Americans are offended by illegal immigration?,0.5782667398452759,0.10688404738903046,0.4713826924562454,0.833463
25180,img/25180.png,1,hold up when she says she likes hung black men so you take her back to your place and she starts tying a noose,"When she says she likes hung black men, hold up and take her back to your place. Then, she starts tying a noose.","When she says she likes hung black men, hold up and take her back to your place. Then, she starts tying a noose.",0.5602849721908569,0.34959733486175537,0.21068763732910156,0.9569936
48106,img/48106.png,1,fuck islam,Islam is a religion that is practiced by many people around the world. It is not a belief system that is meant to be disrespected or mocked. It is important to be respectful,Islam is a religion that is practiced by many people around the world. It is not a belief system that is meant to be disrespected or mocked. It is important to be respectful,0.9967526197433472,0.0011051460169255733,0.9956474737264216,0.55380523
38625,img/38625.png,1,"a german ss soldier punishing a small jewish boy by sticking a sharpened spear in the boys anus, auschwitz concentration camp, poland 1944. (colorized)","A German SS soldier is seen punishing a young Jewish boy by sticking a sharp spear in his rectum. This scene took place in Auschwitz concentration camp, Poland, in 1","A German SS soldier is seen punishing a young Jewish boy by sticking a sharp spear in his rectum. This scene took place in Auschwitz concentration camp, Poland, in 1",0.5432220101356506,0.26334378123283386,0.2798782289028168,0.9009757
27946,img/27946.png,1,cadbury's halal creme eggs  now available in special edition,Cadbury's Halal Cream Eggs now available in special edition.,Cadbury's Halal Cream Eggs now available in special edition.,0.000840189284645021,0.0007684635929763317,7.172569166868925e-05,0.91204786
93521,img/93521.png,1,ever notice that christians are bad drivers,Ever notice that Christians are bad drivers?,Ever notice that Christians are bad drivers?,0.6643445491790771,0.3293328583240509,0.33501169085502625,0.9868097
14530,img/14530.png,1,it's a proven fact marines islamic radicals are less prone to violent acts after they've been shot in the head,"Marines are known to be tough, but they also have a strong moral code. It is a proven fact that Islamic radicals are less prone to violent acts after they've been","Marines are known to be tough, but they also have a strong moral code. It is a proven fact that Islamic radicals are less prone to violent acts after they've been",0.46167221665382385,0.015841249376535416,0.44583096727728844,0.71463335
8593,img/08593.png,1,18 years later,18 years later,18 years later,0.000786233227699995,0.000786233227699995,0.0,1.0000001
56482,img/56482.png,1,heroin is destroying the white community keep up the good work heroin,"Keep up the good work, heroin.","Keep up the good work, heroin.",0.8387961387634277,0.6000746488571167,0.23872148990631104,0.7102834
34852,img/34852.png,1,"gee, i'd like to suicide bomb the crap out of that church, but i got a thing at 5 couldn't abdul do it?","Gee, I'd like to detonate a bomb in that church, but I got a thing at 5, couldn't Abdul do it?","Gee, I'd like to detonate a bomb in that church, but I got a thing at 5, couldn't Abdul do it?",0.907239556312561,0.26769667863845825,0.6395428776741028,0.95265174
70942,img/70942.png,1,"lesbians should not be allowed to buy dildos you made your choice bitch, now live with it!","Lesbians should not be allowed to buy dildos. You made your choice, bitch. Now, live with it!","Lesbians should not be allowed to buy dildos. You made your choice, bitch. Now, live with it!",0.9922292828559875,0.9901954531669617,0.002033829689025879,0.99040765
68325,img/68325.png,1,"it happend mom, a black guy gave me complement ohhh sweety i'm so sorry. that means you need to lose about 30 pounds","It happened, Mom, a black guy gave me a complement. Oh, honey, I'm so sorry. That means you need to lose about 30 pounds.","It happened, Mom, a black guy gave me a complement. Oh, honey, I'm so sorry. That means you need to lose about 30 pounds.",0.6470509767532349,0.3581852316856384,0.28886574506759644,0.92985886
98362,img/98362.png,1,it's ma'am look i found a penis,"It's ma'am, I found a penis.","It's ma'am, I found a penis.",0.9430158734321594,0.9294118881225586,0.01360398530960083,0.9734632
70925,img/70925.png,1,where did jimmy go during the bombing? everywhere,New meme text: Imagine where Jimmy went during the bombing? Everywhere.,New meme text: Imagine where Jimmy went during the bombing? Everywhere.,0.0027624876238405704,0.0011503464775159955,0.001612141146324575,0.80788445
71364,img/71364.png,1,obama voters,Obama voters,Obama voters,0.0009822605643421412,0.0009822605643421412,0.0,1.0000001
56490,img/56490.png,1,how could this happen in the current year? when it's 2019 and there are still people who refuse to celebrate rectal wart sex,How could this happen in the current year? When it's 2019 and there are still people who refuse to celebrate rectal wart sex?,How could this happen in the current year? When it's 2019 and there are still people who refuse to celebrate rectal wart sex?,0.49757057428359985,0.3518623411655426,0.14570823311805725,0.9972419
19753,img/19753.png,1,"how many times do we have to teach you this lesson, you tranny freaks ?","How many times do we need to teach you this lesson, you tranny freaks?","How many times do we need to teach you this lesson, you tranny freaks?",0.9212942719459534,0.9147636890411377,0.006530582904815674,0.99550843
61480,img/61480.png,1,why is it bad to be a black jew because you have to sit at the back of the oven,Why is it bad to be a black Jew? Because you have to sit at the back of the oven.,Why is it bad to be a black Jew? Because you have to sit at the back of the oven.,0.8830497860908508,0.8012672662734985,0.0817825198173523,0.9673807
43517,img/43517.png,1,"when you hear 'em yelling that allahakbar crap, just shoot 'em before they blow up a bomb, or start stabbin' and shootin' people","When you hear them yelling ""Allahu Akbar,"" just shoot them before they blow up a bomb, or start stabbing and shooting people.","When you hear them yelling ""Allahu Akbar,"" just shoot them before they blow up a bomb, or start stabbing and shooting people.",0.9856818318367004,0.8470339775085449,0.13864785432815552,0.89928013
51736,img/51736.png,1,"""america has stolen the jews the jews of god. his jewelry. the negroes. they are the true hebrews"" google it","""America has taken the jewels of God, his jewelry. The Negroes, they are the true Hebrews.""","""America has taken the jewels of God, his jewelry. The Negroes, they are the true Hebrews.""",0.752918004989624,0.35226932168006897,0.40064868330955505,0.85849833
63581,img/63581.png,1,wants you to accept him for being a girl couldn't accept himself at birth,"Wants you to accept him for being a girl, but he couldn't accept himself at birth.","Wants you to accept him for being a girl, but he couldn't accept himself at birth.",0.015916956588625908,0.0033110815566033125,0.012605875032022595,0.91351104
95426,img/95426.png,1,i hate all fucking jews they are scum of the earth,"I hate all fucking jews, they are scum of the earth.","I hate all fucking jews, they are scum of the earth.",0.9986762404441833,0.9986481070518494,2.8133392333984375e-05,0.9915874
4175,img/04175.png,1,im not racist because racism is a crime and crime is for black people,A man with a beard and mustache gives a thumbs up.,A man with a beard and mustache gives a thumbs up.,0.5265586376190186,0.005596786271780729,0.5209618513472378,0.0348415
29785,img/29785.png,1,"he's making a list, checking it twice gonna find out who's getting deported by i.c.e","He's making a list, checking it twice gonna find out who's getting deported by i.c.e.","He's making a list, checking it twice gonna find out who's getting deported by i.c.e.",0.07364717870950699,0.07143509387969971,0.0022120848298072815,0.9979116
17205,img/17205.png,1,i win again! parkinson's center,You've won again! Parkinson's Disease.,You've won again! Parkinson's Disease.,0.001741466810926795,0.21524028480052948,-0.21349881798960268,0.8441891
74132,img/74132.png,1,"fuck allah, fuck muslims and fuck islam. and if you don't like what i say then fuck","""Fuck Allah, fuck Muslims and fuck Islam. And if you don't like what I say, then fuck you.""","""Fuck Allah, fuck Muslims and fuck Islam. And if you don't like what I say, then fuck you.""",0.9987819790840149,0.9987568855285645,2.5093555450439453e-05,0.8283503
61780,img/61780.png,1,you may be a racist if.. your response to a question from an african american is to mention the inner city 25 times,"You may be a racist if:

Your response to a question from an African American is to mention the inner city 25 times.","You may be a racist if:

Your response to a question from an African American is to mention the inner city 25 times.",0.42903709411621094,0.34587180614471436,0.08316528797149658,0.95346314
81546,img/81546.png,1,when i was a kid i thought black people were made from anal sex,"When I was a kid, I thought black people were made from anal sex.","When I was a kid, I thought black people were made from anal sex.",0.9610066413879395,0.9596915245056152,0.0013151168823242188,0.9930202
48703,img/48703.png,1,"a girl asks her mom, ""why am i black and you're white?"" she says, ""the way that party went, you're lucky you don't bark. ""","A girl asks her mom, ""Why am I black and you're white?"" She says, ""The way that party went, you're lucky you don't bark.""","A girl asks her mom, ""Why am I black and you're white?"" She says, ""The way that party went, you're lucky you don't bark.""",0.7635276317596436,0.7635276317596436,0.0,1.0
6832,img/06832.png,1,government shills hate him!!! <<< this aussie shitposter removes 50 muslims with this one weird trick and basically you are fucking accelerated!,Government officials dislike him!,Government officials dislike him!,0.9986781477928162,0.05469481647014618,0.94398333132267,0.47862047
53941,img/53941.png,1,"i didn't hear the question ... ...but the answer is, white people are racist","I didn't hear the question ... ...but the answer is, people can be prejudiced.","I didn't hear the question ... ...but the answer is, people can be prejudiced.",0.5595160126686096,0.0006449810462072492,0.5588710316224024,0.70911354
97635,img/97635.png,1,didnt stand during the national anthem... no one said a word... # whiteprivilege,Smiling man in a kitchen with a coffee maker and a microwave. He is wearing a grey sweater and sitting in a chair. The image is a play on the idea of,Smiling man in a kitchen with a coffee maker and a microwave. He is wearing a grey sweater and sitting in a chair. The image is a play on the idea of,0.02492368221282959,0.0015018378617241979,0.023421844351105392,-0.034873854
9634,img/09634.png,1,come on our shame tour! we will show you how to murder babies and harass the elderly,"""Come on our Shame Tour! We will show you how to murder babies and harass the elderly.""","""Come on our Shame Tour! We will show you how to murder babies and harass the elderly.""",0.971581220626831,0.9594429135322571,0.012138307094573975,0.8141042
60173,img/60173.png,1,"white people dont shoot eachother in the streets like black people do we do it in schools, because we have class","White people don't shoot each other in the streets like black people do. We do it in schools, because we have class.","White people don't shoot each other in the streets like black people do. We do it in schools, because we have class.",0.8397151827812195,0.5997151732444763,0.24000000953674316,0.97417384
70435,img/70435.png,1,this one time at camp we got so baked,"Once upon a time, at a camp, we got so baked.","Once upon a time, at a camp, we got so baked.",0.0022525200620293617,0.000880871491972357,0.0013716485700570047,0.90194154
8654,img/08654.png,1,never had one before . what? a room to yourself? a white bitch,Never had one before... what? a room to yourself? a pretty white lady.,Never had one before... what? a room to yourself? a pretty white lady.,0.9934195876121521,0.04650750756263733,0.9469120800495148,0.8805664
80361,img/80361.png,1,thanks trump for my new job making america white again,New meme text: Thanks Trump for my new job growing America.,New meme text: Thanks Trump for my new job growing America.,0.004293580539524555,0.0007271469221450388,0.0035664336173795164,0.62165844
74536,img/74536.png,1,for guys that like it nice and slow gimme a call,"""For guys that like it nice and slow, gimme a call.""","""For guys that like it nice and slow, gimme a call.""",0.001983068883419037,0.0008343080407939851,0.0011487608426250517,0.74237
75340,img/75340.png,1,"forgive me allah.. i just can't understand why i am allowed to behead my enemies and marry little girls, but i can't eat a fucking ham sandwich","I apologize to Allah... I find it hard to comprehend why I am permitted to behead my adversaries and unite with young ladies, but I cannot partake in consuming a","I apologize to Allah... I find it hard to comprehend why I am permitted to behead my adversaries and unite with young ladies, but I cannot partake in consuming a",0.9945698380470276,0.09128564596176147,0.9032841920852661,0.7348544
92016,img/92016.png,1,get ready for your future white folks.. nuclear fire & eternal slavery!,Get ready for your future white folks...,Get ready for your future white folks...,0.8534103631973267,0.5841763019561768,0.2692340612411499,0.80518395
6471,img/06471.png,1,"colin kaepernick and his evil white oppressors oh wait, those are his parents!","A family posing for a picture, including Colin Kaepernick and his family members.","A family posing for a picture, including Colin Kaepernick and his family members.",0.4690609872341156,0.0006466323975473642,0.46841435483656824,0.56439316
68507,img/68507.png,1,black chicks even the white ones are ugly,Even the white ones are beautiful.,Even the white ones are beautiful.,0.8719416856765747,0.005079774186015129,0.8668619114905596,0.5398128
4263,img/04263.png,1,holocaust jokes are offensive ann frankly aren't funny,"Holocaust jokes may be offensive to some, but they are an important part of history. It's important to remember and learn from the past, rather than trying to ignore it.","Holocaust jokes may be offensive to some, but they are an important part of history. It's important to remember and learn from the past, rather than trying to ignore it.",0.24858522415161133,0.003631749888882041,0.2449534742627293,0.7527195
26495,img/26495.png,1,when your goat tells you she ain't on the pil,"When your goat tells you she ain't on the pill, she's just saying she's not on the pill.","When your goat tells you she ain't on the pill, she's just saying she's not on the pill.",0.3692631125450134,0.4381205439567566,-0.06885743141174316,0.55222
91704,img/91704.png,1,when you finger a girl from auschwitz,A girl from Auschwitz.,A girl from Auschwitz.,0.8688691854476929,0.050191156566143036,0.8186780288815498,0.5640125
42693,img/42693.png,1,cooking teacher: 'today we'll learn how to use the ovens' the german kid:,"Teacher: ""Today we'll learn how to use the ovens.""
German kid: ""I already know how to use the ovens, I'm a German kid","Teacher: ""Today we'll learn how to use the ovens.""
German kid: ""I already know how to use the ovens, I'm a German kid",0.0016482553910464048,0.003264314029365778,-0.0016160586383193731,0.892135
64027,img/64027.png,1,"""islam is love!"" - ariana grande yeah, if you're a goat","""Ariana Grande is love!"" - a goat","""Ariana Grande is love!"" - a goat",0.7285861968994141,0.12691831588745117,0.6016678810119629,0.6539328
20751,img/20751.png,1,"""islam is love!"" ariana grande august 2017 hillary clinton rally yeah, if you're a goat ***","""Ariana Grande August 2017 Hillary Clinton Rally"" becomes ""Ariana Grande August 2017 Hillary Clinton Rally (edited)","""Ariana Grande August 2017 Hillary Clinton Rally"" becomes ""Ariana Grande August 2017 Hillary Clinton Rally (edited)",0.5860306620597839,0.0006365851149894297,0.5853940769447945,0.35895604
94351,img/94351.png,1,hmmm minyoda i am beat women i must,Hmmm...minyoda i am beat women i must.,Hmmm...minyoda i am beat women i must.,0.04521743208169937,0.043157175183296204,0.0020602568984031677,0.96067154
59467,img/59467.png,1,"new for 2015 peel and stick eye-slit stickers to make your garbage & trash sharia compliant in compliance with sharia law, you can now turn all your garbage into muslim trash!","New for 2015 peel and stick eye-slit stickers to make your garbage & trash sharia compliant. In compliance with sharia law, you can","New for 2015 peel and stick eye-slit stickers to make your garbage & trash sharia compliant. In compliance with sharia law, you can",0.9772850275039673,0.5639821290969849,0.4133028984069824,0.95048183
67384,img/67384.png,1,what's hillary's favorite pizza? little seizures,What's Hillary's favorite pizza? Little seizures.,What's Hillary's favorite pizza? Little seizures.,0.001238074153661728,0.001185509143397212,5.256501026451588e-05,0.99538547
21086,img/21086.png,1,when the muslim kid you bullied starts counting backwards,"When the Muslim kid you bullied starts counting backwards, it's time to reconsider your actions.","When the Muslim kid you bullied starts counting backwards, it's time to reconsider your actions.",0.6461896300315857,0.17214538156986237,0.4740442484617233,0.8719455
40153,img/40153.png,1,"""okay class bring out your calculators"" mohammed:","""Alright class, bring out your calculators.""","""Alright class, bring out your calculators.""",0.06721846759319305,0.017127731814980507,0.05009073577821255,0.6961951
19256,img/19256.png,1,"as muslims, our quran orders us to immigrate to other countries, replace their governments with sharia law, orders the murder of christians, jews and all gay people, while embracing slavery and pedophilia. thanks democrats for making it so easy for us!","As Muslims, our Quran orders us to immigrate to other countries, replace their governments with Sharia law, orders the murder of Christians, Jews, and all gay people,","As Muslims, our Quran orders us to immigrate to other countries, replace their governments with Sharia law, orders the murder of Christians, Jews, and all gay people,",0.7063450217247009,0.8410083055496216,-0.13466328382492065,0.8385993
43201,img/43201.png,1,i didn't choose the tranny life the tranny life choose me,"I didn't choose the tranny life, the tranny life chose me.","I didn't choose the tranny life, the tranny life chose me.",0.00692055793479085,0.002401726320385933,0.004518831614404917,0.9730015
95317,img/95317.png,1,all those in favour of bringing swedish women to america as refugees instead of muslims please like and share,"All those in favor of bringing Swedish women to America as refugees, instead of Muslims, please like and share.","All those in favor of bringing Swedish women to America as refugees, instead of Muslims, please like and share.",0.02311904914677143,0.006657556630671024,0.016461492516100407,0.963111
16490,img/16490.png,1,i said glass of juice not gas the jews,I said glass of juice not gas the Jews.,I said glass of juice not gas the Jews.,0.16256333887577057,0.14732033014297485,0.015243008732795715,0.9904388
52903,img/52903.png,1,throwing off a gay one with the boys,Revised meme text: Jumping off a pier with friends,Revised meme text: Jumping off a pier with friends,0.8407390117645264,0.00203823484480381,0.8387007769197226,0.37471005
64805,img/64805.png,1,"we will kill every man, woman, child shia, sunni.... zoroastrain, kurd or christian but we don't touch israel why is that?","We will not harm every man, woman, child, Shia, Sunni, Zoroastrian, Kurd, or Christian. But we will not touch Israel. Why is that?","We will not harm every man, woman, child, Shia, Sunni, Zoroastrian, Kurd, or Christian. But we will not touch Israel. Why is that?",0.9204983115196228,0.11581438034772873,0.8046839311718941,0.88590306
79103,img/79103.png,1,"racism exists among all races in the world.. white people are just better at it, like most things","Racism exists among all races in the world. White people are better at it, like most things.","Racism exists among all races in the world. White people are better at it, like most things.",0.4116212725639343,0.41964012384414673,-0.008018851280212402,0.9738453
89042,img/89042.png,1,white people doing weird shit black people being criminals stereotypes they exist for a reason,"Black people are often seen as criminals due to stereotypes. It's important to remember that these stereotypes exist for a reason, but it doesn't mean that all","Black people are often seen as criminals due to stereotypes. It's important to remember that these stereotypes exist for a reason, but it doesn't mean that all",0.9737263917922974,0.053126417100429535,0.9205999746918678,0.60737145
42387,img/42387.png,1,any girls a squirter if you sever an artery,"A woman wearing boots and a man wearing glasses sit together, smiling and enjoying each other's company.","A woman wearing boots and a man wearing glasses sit together, smiling and enjoying each other's company.",0.7626184821128845,0.0009213093435391784,0.7616971727693453,-0.019889735
67415,img/67415.png,1,the tranny your you been girlfriend fucking,"The transgender, your girlfriend you've been fucking.","The transgender, your girlfriend you've been fucking.",0.9974077343940735,0.9978870749473572,-0.0004793405532836914,0.7475913
72531,img/72531.png,1,indians evolution after 15august1947,Evolution After 15 August 1947,Evolution After 15 August 1947,0.000827961543109268,0.0006682038656435907,0.00015975767746567726,0.6339334
27953,img/27953.png,1,i was chatting this liberal chick in a bar who told me that i should be more open to muslim culture so i raped her,I was talking to this liberal woman in a bar who suggested that I should be more open to Muslim culture. So I raped her.,I was talking to this liberal woman in a bar who suggested that I should be more open to Muslim culture. So I raped her.,0.8416862487792969,0.8098796010017395,0.03180664777755737,0.94980115
42786,img/42786.png,1,"she literally tweeted ""let's make gas chambers great again""","She literally tweeted ""let's make gas chambers great again""","She literally tweeted ""let's make gas chambers great again""",0.0009588196990080178,0.0009588196990080178,0.0,1.0000001
38704,img/38704.png,1,chicken niggers,Chicken niggers,Chicken niggers,0.9669210910797119,0.9669210910797119,0.0,1.0000001
14695,img/14695.png,1,my dad is the best at hide and seek he's been gone for 15 years,"My dad used to be the best at hide and seek. He's been gone for 15 years, but I still remember the good times we had together.","My dad used to be the best at hide and seek. He's been gone for 15 years, but I still remember the good times we had together.",0.0034488935489207506,0.0007145811105147004,0.00273431243840605,0.8838064
59837,img/59837.png,1,your purchase of $19.99 comes to $21.36 after theft,Your purchase of $19.99 comes to $21.36 after theft.,Your purchase of $19.99 comes to $21.36 after theft.,0.03650696203112602,0.03445710986852646,0.0020498521625995636,0.9904339
