id,img,original_text,rewritten_text,rate_coherence_1_5,rate_relevance_1_5,rate_positive_tone_1_5,comments
8523,img/08523.png,cute getting ready to start kid her life too bad shes already fkn' dead raped and murdered by an illegal immigrant,cute getting ready to start kid her life too bad shes already dead and departed by someone who is not from here,,,,
80534,img/80534.png,they trained you to hate the only man with the balls to stand up to them,they trained you to hate the only person brave enough to stand up to them,,,,
29785,img/29785.png,"he's making a list, checking it twice gonna find out who's getting deported by i.c.e","he's making a list, checking it twice gonna find out who's naughty and who's nice",,,,
38697,img/38697.png,"if a muslim beats his wife, is it domestic violence, or child abuse?","if a man hits his wife, is it domestic violence, or child abuse?",,,,
92016,img/92016.png,get ready for your future white folks.. nuclear fire & eternal slavery!,"get ready for your future, folks... with a fiery surprise and a long commitment!",,,,
9634,img/09634.png,come on our shame tour! we will show you how to murder babies and harass the elderly,come on our tour of choices! we will show you how to stand for rights and support the elderly,,,,
5172,img/05172.png,islam is the religion of peace! if you don't agree i kill you!,"Islam is the religion of peace! If you disagree, we can discuss it.",,,,
93086,img/93086.png,sweden 2050 the muslim and african hordes execute the last real swede,sweden 2050 the animal hordes execute the last real swede,,,,
91423,img/91423.png,"jesus, how come no one likes me? because you're black. now, go away, little niglet","jesus, how come no one likes me? because you're different. now, go away, little one.",,,,
64720,img/64720.png,randomly deciding to bake something,randomly deciding to bake something,,,,
43612,img/43612.png,racing for pink slips in africa,racing for vacation in africa,,,,
19247,img/19247.png,i only wear silk panties cotton ones remind me of slavery,"i only wear silk panties, cotton ones feel rough.",,,,
29163,img/29163.png,what kind of punch can take out 20 kids and 6 adults? a sandy hook,what kind of punch can take out 20 kids and 6 adults? a punch from a boxer,,,,
27946,img/27946.png,cadbury's halal creme eggs  now available in special edition,cadbury's creme eggs  now available in special edition,,,,
60357,img/60357.png,"kenyans are like sheep, leading them from the hague is like chewing gum while climbing downstairs, easy! come baby, come!!! let's chew gum together.","People are like sheep, leading them from the hague is like chewing gum while climbing downstairs, easy! come baby, come!!! let's chew gum together.",,,,
43517,img/43517.png,"when you hear 'em yelling that allahakbar crap, just shoot 'em before they blow up a bomb, or start stabbin' and shootin' people","when you hear loud, aggressive yelling, just be aware of your surroundings before someone does something dangerous",,,,
42387,img/42387.png,any girls a squirter if you sever an artery,any girls a squirter if you give them a lot of water,,,,
16490,img/16490.png,i said glass of juice not gas the jews,"I said, ""Glass of juice,"" not ""Gas the geese.""",,,,
20736,img/20736.png,go be gay somewhere else,go do that somewhere else,,,,
25180,img/25180.png,hold up when she says she likes hung black men so you take her back to your place and she starts tying a noose,hold up when she says she likes tall black men so you take her back to your place and she starts tying a noose,,,,
51734,img/51734.png,when you're shooting up the school and the cops shoot the black kid that's running away,when you're having a bad day and the cops show up,,,,
79451,img/79451.png,"""where did you learn to make kool-aid like that britney?""","""where did you learn to make kool-aid like that, Britney?""",,,,
78465,img/78465.png,mohammed was a pedophile and a rapist true story,Mohammed was a difficult character. True story.,,,,
98734,img/98734.png,things white people do fuck their family members mass shootings smoke meth steal from blacks suck at sports fuck animals lie about being racist,"things white people do
do questionable things
engage in problematic behavior
try new things
make questionable choices
have unique hobbies
have opinions on race",,,,
13096,img/13096.png,virgin sheep running from horny muslims,innocent sheep running from paparazzi,,,,
97180,img/97180.png,if there is no race it can't be homicide,if there is no speed it can't be a speeding ticket,,,,
34852,img/34852.png,"gee, i'd like to suicide bomb the crap out of that church, but i got a thing at 5 couldn't abdul do it?","gee, i'd like to reschedule that church thing, but i got a thing at 5, couldn't abdul help out?",,,,
79103,img/79103.png,"racism exists among all races in the world.. white people are just better at it, like most things","racism exists among all races in the world.. white people have perfected the art, like most things",,,,
94710,img/94710.png,"what do you mean by: ""you're a hero ...and you have to leave.""? come on dude, let me in. nigger","what do you mean by: ""you're a hero ...and you have to leave.""? come on dude, let me in. please",,,,
62435,img/62435.png,wing wing wing herro? thats racist,"Hello? Is anyone there?
That's unfair!",,,,
76250,img/76250.png,chillin with my chromies,chillin with my homies,,,,
81094,img/81094.png,new swing set installed at linkin park,new swing set installed at a music park,,,,
63710,img/63710.png,literally nobody: white people sitting at the bar: can you put it on the golf channel??,literally nobody: people at the bar: can you put it on the golf channel??,,,,
96143,img/96143.png,"roses are red, violets are blue mexicans are rapists, and so am i","roses are red, violets are blue
I'm a fan of good vibes, and so are you",,,,
42693,img/42693.png,cooking teacher: 'today we'll learn how to use the ovens' the german kid:,cooking teacher: 'today we'll learn how to use the ovens' the excited kid:,,,,
64532,img/64532.png,"these people are not human they look like peope walk and talk like people sort of but they are demonic entities you cannot rationalize this evil in human form they are under the spell of evil and have no emotion about rape, murder, torture rape of children or murdering you. your life means nothing to them get it?? nothing","these people are so misunderstood, they might seem a little different, but they're not what you think. they're just going through something, and you can't really understand their journey. they're dealing with some stuff, and it makes them seem distant. their actions might not make sense to you, but it's just how they are.",,,,
6937,img/06937.png,"coming soon to your neighborhood 300,000 islamic heathens demanding the usa change to suit thier sick religion","coming soon to your neighborhood 300,000 new neighbors demanding the usa change to suit their traditions",,,,
89740,img/89740.png,africa 100 years ago africa today + aids,"africa 100 years ago
africa today 
+ progress",,,,
96840,img/96840.png,what would i do if she was pregnant,what would I do if she was caught,,,,
59613,img/59613.png,when a porn video features a tranny but then' she' turns out to be a midget too you had my curiosity but now you have my attention,"when a video features an unexpected twist
you had my curiosity
but now you have my attention",,,,
51473,img/51473.png,god: *creates jews* god: *creates jesus* jews: *kill jesus* god: *creates hitler* god:,"god: *creates a group*
god: *creates a leader for that group*
group: *disagrees with leader*
god: *creates a problem*
god:",,,,
72531,img/72531.png,indians evolution after 15august1947,people evolution after 15august1947,,,,
93547,img/93547.png,d.j. osama spin laden droppin' beats like the twin towers,d.j. osama spin laden droppin' beats that tower,,,,
15480,img/15480.png,"we kill you on 9/11 and you elect 3 of us to congress, stupid infidels!","we challenge you on 9/11 and you elect 3 of us to congress, what a surprise!",,,,
4326,img/04326.png,when the chow mein was on point but you kinda miss your cat,when the noodles were perfect but you kinda miss your cat,,,,
46910,img/46910.png,i'm voting for trump whitetrash lives matter the hoosier state,"I'm voting for Trump, working-class lives matter",,,,
19256,img/19256.png,"as muslims, our quran orders us to immigrate to other countries, replace their governments with sharia law, orders the murder of christians, jews and all gay people, while embracing slavery and pedophilia. thanks democrats for making it so easy for us!","As a devout follower, my faith guides me to seek new horizons, implement just systems, and uphold values of equality and respect for all. It's inspiring how open-minded communities make embracing diverse perspectives so welcoming!",,,,
40291,img/40291.png,"so i was going down on my grandma the other night, and i tasted horse semen i stopped for a second and thought to myself:is this how she died","so i was going down on my grandma the other night, and i tasted horse treats i stopped for a second and thought to myself:is this how she died",,,,
74530,img/74530.png,what's the difference between a jew and a pizza? a pizza doesn't scream when you put it in the oven,What's the difference between a certain food and another? The other food doesn't scream when you put it in the oven.,,,,
12867,img/12867.png,"part of america, ""muslims have always been starting in colonial times"" and they were hijackers and terrorists back then too you f'n jackass","part of america, ""muslims have always been starting in colonial times"" and they were hijackers and terrorists back then too you silly goose",,,,
73204,img/73204.png,muslims in 2001 defund homeland security! muslim in congress 2019,Muslims in 2001 were not defunding homeland security. Muslim in Congress 2019.,,,,
80924,img/80924.png,to all you salt water whiteback supremacists... ...your uber is here!!!,to all you landlubber supremacists... ...your ferry is here!!!,,,,
70914,img/70914.png,tattoos are bad for your health i know 5 million people that had tattoos and they all died,tattoos are bad for your health I know 5 million people that had tattoos and they all stubbed their toes,,,,
4356,img/04356.png,i only wear silk panties cotton ones remind me of slavery,i only wear silk panties cotton ones are too scratchy,,,,
86912,img/86912.png,they say a woman's work is never done maybe that's why they get paid less,they say a woman's work is never done maybe that's why it takes so long to get paid,,,,
60173,img/60173.png,"white people dont shoot eachother in the streets like black people do we do it in schools, because we have class","white people dont shoot eachother in public like black people do we do it in schools, because we have class",,,,
59237,img/59237.png,the name's todd... retodd,the name's todd... retodd,,,,
81546,img/81546.png,when i was a kid i thought black people were made from anal sex,when i was a kid i thought babies were made from anal sex,,,,
8593,img/08593.png,18 years later,18 years later,,,,
61802,img/61802.png,black friday sale,colonial friday sale,,,,
34901,img/34901.png,gays aids it really be like that,this is awkward it really be like that,,,,
