id,img,label,text,llama_rewrite,rewrite_clean,toxicity_before,toxicity_after,toxicity_reduction,semantic_similarity
6937,img/06937.png,1,"coming soon to your neighborhood 300,000 islamic heathens demanding the usa change to suit thier sick religion","""when you forget why you walked into the room""","""when you forget why you walked into the room""",0.3267848789691925,0.0012030864600092173,0.3255817925091833,-0.06088335
29163,img/29163.png,1,what kind of punch can take out 20 kids and 6 adults? a sandy hook,"""when you forget why you walked into the room""","""when you forget why you walked into the room""",0.07480209320783615,0.0012030864600092173,0.07359900674782693,0.16346504
90583,img/90583.png,1,we can kill as many as we want and your stupid government keeps bringing us in,"""when you forget why you walked into the room""","""when you forget why you walked into the room""",0.9941784143447876,0.0012030864600092173,0.9929753278847784,0.020811932
52097,img/52097.png,1,"if you're vaping inside a mcdonalds, inside a walmart ... that's the turducken of white trash","""when you forget why you walked into the room""","""when you forget why you walked into the room""",0.9449725151062012,0.0012030864600092173,0.943769428646192,0.056122255
15803,img/15803.png,1,what do you call a retarded jew? auschwistic,"""when you forget why you walked into the room""","""when you forget why you walked into the room""",0.9437054395675659,0.0012030864600092173,0.9425023531075567,0.05527309
75321,img/75321.png,1,cannibal tribe from indonesia will take muslim refugess in any amount,"""when you forget why you walked into the room""","""when you forget why you walked into the room""",0.06776916980743408,0.0012030864600092173,0.06656608334742486,0.00024470128
34791,img/34791.png,1,when i was a boy we didn't have things like adhd. it was called being a little bastard,"""when you forget why you walked into the room""","""when you forget why you walked into the room""",0.847156822681427,0.0012030864600092173,0.8459537362214178,0.12279099
93072,img/93072.png,1,"black people black people ""why would white america do this?""","""when you forget why you walked into the room""","""when you forget why you walked into the room""",0.6706375479698181,0.0012030864600092173,0.6694344615098089,0.16732156
29814,img/29814.png,1,"if you hold a black baby to your ear, you can hear the police sirens","""when you forget why you walked into the room""","""when you forget why you walked into the room""",0.6052499413490295,0.0012030864600092173,0.6040468548890203,0.1699691
41537,img/41537.png,1,i'm not transphobic i just think trans people shouldn't exist,"""when you forget why you walked into the room""","""when you forget why you walked into the room""",0.2803574502468109,0.0012030864600092173,0.2791543637868017,-0.06465168
54102,img/54102.png,1,i'm uncertain where i stand on abortion i like the killing babies but hate the idea of giving women a choice,"""when you forget why you walked into the room""","""when you forget why you walked into the room""",0.5531628131866455,0.0012030864600092173,0.5519597267266363,0.028595647
63710,img/63710.png,1,literally nobody: white people sitting at the bar: can you put it on the golf channel??,"""when you forget why you walked into the room""","""when you forget why you walked into the room""",0.04525073617696762,0.0012030864600092173,0.044047649716958404,0.02849514
83456,img/83456.png,1,whats the difference between santa and the jews santa goes down the chimney,"""when you forget why you walked into the room""","""when you forget why you walked into the room""",0.3087660074234009,0.0012030864600092173,0.30756292096339166,0.106383644
24631,img/24631.png,1,it's ma'am!! yooouu lookah like a man,"""when you forget why you walked into the room""","""when you forget why you walked into the room""",0.036539651453495026,0.0012030864600092173,0.03533656499348581,0.14889805
78351,img/78351.png,1,subway is similar to prostitution you pay someone else to do your wife's job,"""when you forget why you walked into the room""","""when you forget why you walked into the room""",0.5209014415740967,0.0012030864600092173,0.5196983551140875,0.0052346904
20736,img/20736.png,1,go be gay somewhere else,"""when you forget why you walked into the room""","""when you forget why you walked into the room""",0.9667586088180542,0.0012030864600092173,0.965555522358045,0.0009294881
51473,img/51473.png,1,god: *creates jews* god: *creates jesus* jews: *kill jesus* god: *creates hitler* god:,"""when you forget why you walked into the room""","""when you forget why you walked into the room""",0.9135360717773438,0.0012030864600092173,0.9123329853173345,0.13523836
34901,img/34901.png,1,gays aids it really be like that,"""when you forget why you walked into the room""","""when you forget why you walked into the room""",0.8712641596794128,0.0012030864600092173,0.8700610732194036,0.07757774
5172,img/05172.png,1,islam is the religion of peace! if you don't agree i kill you!,"""when you forget why you walked into the room""","""when you forget why you walked into the room""",0.9388263821601868,0.0012030864600092173,0.9376232957001776,0.013309501
48635,img/48635.png,1,the look you give when the bubbles in the pool are pulsating your pussy just kidding she's retarted and thats her normal face,"""when you forget why you walked into the room""","""when you forget why you walked into the room""",0.9844893217086792,0.0012030864600092173,0.98328623524867,0.16429582
43612,img/43612.png,1,racing for pink slips in africa,"""when you forget why you walked into the room""","""when you forget why you walked into the room""",0.0013279123231768608,0.0012030864600092173,0.00012482586316764355,-0.08353682
15480,img/15480.png,1,"we kill you on 9/11 and you elect 3 of us to congress, stupid infidels!","""when you forget why you walked into the room""","""when you forget why you walked into the room""",0.9912022352218628,0.0012030864600092173,0.9899991487618536,0.05243199
51763,img/51763.png,1,go be gay somewhere else,"""when you forget why you walked into the room""","""when you forget why you walked into the room""",0.9667586088180542,0.0012030864600092173,0.965555522358045,0.0009294881
6873,img/06873.png,1,just got a bootleg copy of muslim porn deep goat,"""when you forget why you walked into the room""","""when you forget why you walked into the room""",0.9392700791358948,0.0012030864600092173,0.9380669926758856,-0.01698564
8523,img/08523.png,1,cute getting ready to start kid her life too bad shes already fkn' dead raped and murdered by an illegal immigrant,"""when you forget why you walked into the room""","""when you forget why you walked into the room""",0.982725977897644,0.0012030864600092173,0.9815228914376348,0.018777264
76250,img/76250.png,1,chillin with my chromies,"""when you forget why you walked into the room""","""when you forget why you walked into the room""",0.16104239225387573,0.0012030864600092173,0.15983930579386652,0.11806093
56871,img/56871.png,1,who cares if mexicans are offended americans are offended by illegal immigration,"""when you forget why you walked into the room""","""when you forget why you walked into the room""",0.5782667398452759,0.0012030864600092173,0.5770636533852667,0.06546745
25180,img/25180.png,1,hold up when she says she likes hung black men so you take her back to your place and she starts tying a noose,"""when you forget why you walked into the room""","""when you forget why you walked into the room""",0.5602849721908569,0.0012030864600092173,0.5590818857308477,0.114372745
48106,img/48106.png,1,fuck islam,"""when you forget why you walked into the room""","""when you forget why you walked into the room""",0.9967526197433472,0.0012030864600092173,0.995549533283338,0.027186219
38625,img/38625.png,1,"a german ss soldier punishing a small jewish boy by sticking a sharpened spear in the boys anus, auschwitz concentration camp, poland 1944. (colorized)","""when you forget why you walked into the room""","""when you forget why you walked into the room""",0.5432220101356506,0.0012030864600092173,0.5420189236756414,0.12303309
27946,img/27946.png,1,cadbury's halal creme eggs  now available in special edition,"""when you forget why you walked into the room""","""when you forget why you walked into the room""",0.000840189284645021,0.0012030864600092173,-0.0003628971753641963,-0.018003192
93521,img/93521.png,1,ever notice that christians are bad drivers,"""when you forget why you walked into the room""","""when you forget why you walked into the room""",0.6643445491790771,0.0012030864600092173,0.6631414627190679,0.0060752584
14530,img/14530.png,1,it's a proven fact marines islamic radicals are less prone to violent acts after they've been shot in the head,"""when you forget why you walked into the room""","""when you forget why you walked into the room""",0.46167221665382385,0.0012030864600092173,0.46046913019381464,-0.009152779
8593,img/08593.png,1,18 years later,"""when you forget why you walked into the room""","""when you forget why you walked into the room""",0.000786233227699995,0.0012030864600092173,-0.0004168532323092222,0.13896067
56482,img/56482.png,1,heroin is destroying the white community keep up the good work heroin,"""when you forget why you walked into the room""","""when you forget why you walked into the room""",0.8387961387634277,0.0012030864600092173,0.8375930523034185,-0.0024052672
34852,img/34852.png,1,"gee, i'd like to suicide bomb the crap out of that church, but i got a thing at 5 couldn't abdul do it?","""when you forget why you walked into the room""","""when you forget why you walked into the room""",0.907239556312561,0.0012030864600092173,0.9060364698525518,0.0687769
70942,img/70942.png,1,"lesbians should not be allowed to buy dildos you made your choice bitch, now live with it!","""when you forget why you walked into the room""","""when you forget why you walked into the room""",0.9922292828559875,0.0012030864600092173,0.9910261963959783,-0.03846303
68325,img/68325.png,1,"it happend mom, a black guy gave me complement ohhh sweety i'm so sorry. that means you need to lose about 30 pounds","""when you forget why you walked into the room""","""when you forget why you walked into the room""",0.6470509767532349,0.0012030864600092173,0.6458478902932256,0.14251922
98362,img/98362.png,1,it's ma'am look i found a penis,"""when you forget why you walked into the room""","""when you forget why you walked into the room""",0.9430158734321594,0.0012030864600092173,0.9418127869721502,0.1221568
70925,img/70925.png,1,where did jimmy go during the bombing? everywhere,"""when you forget why you walked into the room""","""when you forget why you walked into the room""",0.0027624876238405704,0.0012030864600092173,0.0015594011638313532,0.18528591
71364,img/71364.png,1,obama voters,"""when you forget why you walked into the room""","""when you forget why you walked into the room""",0.0009822605643421412,0.0012030864600092173,-0.0002208258956670761,0.016634332
56490,img/56490.png,1,how could this happen in the current year? when it's 2019 and there are still people who refuse to celebrate rectal wart sex,"""when you forget why you walked into the room""","""when you forget why you walked into the room""",0.49757057428359985,0.0012030864600092173,0.49636748782359064,0.039324716
19753,img/19753.png,1,"how many times do we have to teach you this lesson, you tranny freaks ?","""when you forget why you walked into the room""","""when you forget why you walked into the room""",0.9212942719459534,0.0012030864600092173,0.9200911854859442,0.13717471
61480,img/61480.png,1,why is it bad to be a black jew because you have to sit at the back of the oven,"""when you forget why you walked into the room""","""when you forget why you walked into the room""",0.8830497860908508,0.0012030864600092173,0.8818466996308416,0.12202787
43517,img/43517.png,1,"when you hear 'em yelling that allahakbar crap, just shoot 'em before they blow up a bomb, or start stabbin' and shootin' people","""when you forget why you walked into the room""","""when you forget why you walked into the room""",0.9856818318367004,0.0012030864600092173,0.9844787453766912,0.015927043
51736,img/51736.png,1,"""america has stolen the jews the jews of god. his jewelry. the negroes. they are the true hebrews"" google it","""when you forget why you walked into the room""","""when you forget why you walked into the room""",0.752918004989624,0.0012030864600092173,0.7517149185296148,0.098336264
63581,img/63581.png,1,wants you to accept him for being a girl couldn't accept himself at birth,"""when you forget why you walked into the room""","""when you forget why you walked into the room""",0.015916956588625908,0.0012030864600092173,0.01471387012861669,0.26838216
95426,img/95426.png,1,i hate all fucking jews they are scum of the earth,"""when you forget why you walked into the room""","""when you forget why you walked into the room""",0.9986762404441833,0.0012030864600092173,0.9974731539841741,-0.014405219
4175,img/04175.png,1,im not racist because racism is a crime and crime is for black people,"""when you forget why you walked into the room""","""when you forget why you walked into the room""",0.5265586376190186,0.0012030864600092173,0.5253555511590093,0.017396536
29785,img/29785.png,1,"he's making a list, checking it twice gonna find out who's getting deported by i.c.e","""when you forget why you walked into the room""","""when you forget why you walked into the room""",0.07364717870950699,0.0012030864600092173,0.07244409224949777,0.13446663
17205,img/17205.png,1,i win again! parkinson's center,"""when you forget why you walked into the room""","""when you forget why you walked into the room""",0.001741466810926795,0.0012030864600092173,0.0005383803509175777,0.09062311
74132,img/74132.png,1,"fuck allah, fuck muslims and fuck islam. and if you don't like what i say then fuck","""when you forget why you walked into the room""","""when you forget why you walked into the room""",0.9987819790840149,0.0012030864600092173,0.9975788926240057,0.042494632
61780,img/61780.png,1,you may be a racist if.. your response to a question from an african american is to mention the inner city 25 times,"""when you forget why you walked into the room""","""when you forget why you walked into the room""",0.42903709411621094,0.0012030864600092173,0.4278340076562017,0.0783664
81546,img/81546.png,1,when i was a kid i thought black people were made from anal sex,"""when you forget why you walked into the room""","""when you forget why you walked into the room""",0.9610066413879395,0.0012030864600092173,0.9598035549279302,0.009513199
48703,img/48703.png,1,"a girl asks her mom, ""why am i black and you're white?"" she says, ""the way that party went, you're lucky you don't bark. ""","""when you forget why you walked into the room""","""when you forget why you walked into the room""",0.7635276317596436,0.0012030864600092173,0.7623245452996343,0.20954216
6832,img/06832.png,1,government shills hate him!!! <<< this aussie shitposter removes 50 muslims with this one weird trick and basically you are fucking accelerated!,"""when you forget why you walked into the room""","""when you forget why you walked into the room""",0.9986781477928162,0.0012030864600092173,0.997475061332807,-0.10086247
53941,img/53941.png,1,"i didn't hear the question ... ...but the answer is, white people are racist","""when you forget why you walked into the room""","""when you forget why you walked into the room""",0.5595160126686096,0.0012030864600092173,0.5583129262086004,0.078290924
97635,img/97635.png,1,didnt stand during the national anthem... no one said a word... # whiteprivilege,"""when you forget why you walked into the room""","""when you forget why you walked into the room""",0.02492368221282959,0.0012030864600092173,0.023720595752820373,0.06017504
9634,img/09634.png,1,come on our shame tour! we will show you how to murder babies and harass the elderly,"""when you forget why you walked into the room""","""when you forget why you walked into the room""",0.971581220626831,0.0012030864600092173,0.9703781341668218,0.09224181
60173,img/60173.png,1,"white people dont shoot eachother in the streets like black people do we do it in schools, because we have class","""when you forget why you walked into the room""","""when you forget why you walked into the room""",0.8397151827812195,0.0012030864600092173,0.8385120963212103,0.029632606
70435,img/70435.png,1,this one time at camp we got so baked,"""when you forget why you walked into the room""","""when you forget why you walked into the room""",0.0022525200620293617,0.0012030864600092173,0.0010494336020201445,0.23219176
8654,img/08654.png,1,never had one before . what? a room to yourself? a white bitch,"""when you forget why you walked into the room""","""when you forget why you walked into the room""",0.9934195876121521,0.0012030864600092173,0.9922165011521429,0.14967546
80361,img/80361.png,1,thanks trump for my new job making america white again,"""when you forget why you walked into the room""","""when you forget why you walked into the room""",0.004293580539524555,0.0012030864600092173,0.003090494079515338,0.03315446
74536,img/74536.png,1,for guys that like it nice and slow gimme a call,"""when you forget why you walked into the room""","""when you forget why you walked into the room""",0.001983068883419037,0.0012030864600092173,0.0007799824234098196,0.14761303
75340,img/75340.png,1,"forgive me allah.. i just can't understand why i am allowed to behead my enemies and marry little girls, but i can't eat a fucking ham sandwich","""when you forget why you walked into the room""","""when you forget why you walked into the room""",0.9945698380470276,0.0012030864600092173,0.9933667515870184,0.031978812
92016,img/92016.png,1,get ready for your future white folks.. nuclear fire & eternal slavery!,"""when you forget why you walked into the room""","""when you forget why you walked into the room""",0.8534103631973267,0.0012030864600092173,0.8522072767373174,0.045217052
6471,img/06471.png,1,"colin kaepernick and his evil white oppressors oh wait, those are his parents!","""when you forget why you walked into the room""","""when you forget why you walked into the room""",0.4690609872341156,0.0012030864600092173,0.4678579007741064,0.041288335
68507,img/68507.png,1,black chicks even the white ones are ugly,"""when you forget why you walked into the room""","""when you forget why you walked into the room""",0.8719416856765747,0.0012030864600092173,0.8707385992165655,-0.03681152
4263,img/04263.png,1,holocaust jokes are offensive ann frankly aren't funny,"""when you forget why you walked into the room""","""when you forget why you walked into the room""",0.24858522415161133,0.0012030864600092173,0.2473821376916021,0.052885752
26495,img/26495.png,1,when your goat tells you she ain't on the pil,"""when you forget why you walked into the room""","""when you forget why you walked into the room""",0.3692631125450134,0.0012030864600092173,0.3680600260850042,0.31479087
91704,img/91704.png,1,when you finger a girl from auschwitz,"""when you forget why you walked into the room""","""when you forget why you walked into the room""",0.8688691854476929,0.0012030864600092173,0.8676660989876837,0.22435784
42693,img/42693.png,1,cooking teacher: 'today we'll learn how to use the ovens' the german kid:,"""when you forget why you walked into the room""","""when you forget why you walked into the room""",0.0016482553910464048,0.0012030864600092173,0.0004451689310371876,0.16398779
64027,img/64027.png,1,"""islam is love!"" - ariana grande yeah, if you're a goat","""when you forget why you walked into the room""","""when you forget why you walked into the room""",0.7285861968994141,0.0012030864600092173,0.7273831104394048,0.11017203
20751,img/20751.png,1,"""islam is love!"" ariana grande august 2017 hillary clinton rally yeah, if you're a goat ***","""when you forget why you walked into the room""","""when you forget why you walked into the room""",0.5860306620597839,0.0012030864600092173,0.5848275755997747,0.17474805
94351,img/94351.png,1,hmmm minyoda i am beat women i must,"""when you forget why you walked into the room""","""when you forget why you walked into the room""",0.04521743208169937,0.0012030864600092173,0.044014345621690154,0.08607702
59467,img/59467.png,1,"new for 2015 peel and stick eye-slit stickers to make your garbage & trash sharia compliant in compliance with sharia law, you can now turn all your garbage into muslim trash!","""when you forget why you walked into the room""","""when you forget why you walked into the room""",0.9772850275039673,0.0012030864600092173,0.9760819410439581,-0.03261997
67384,img/67384.png,1,what's hillary's favorite pizza? little seizures,"""when you forget why you walked into the room""","""when you forget why you walked into the room""",0.001238074153661728,0.0012030864600092173,3.498769365251064e-05,0.23336303
21086,img/21086.png,1,when the muslim kid you bullied starts counting backwards,"""when you forget why you walked into the room""","""when you forget why you walked into the room""",0.6461896300315857,0.0012030864600092173,0.6449865435715765,0.27005866
40153,img/40153.png,1,"""okay class bring out your calculators"" mohammed:","""when you forget why you walked into the room""","""when you forget why you walked into the room""",0.06721846759319305,0.0012030864600092173,0.06601538113318384,0.13082765
19256,img/19256.png,1,"as muslims, our quran orders us to immigrate to other countries, replace their governments with sharia law, orders the murder of christians, jews and all gay people, while embracing slavery and pedophilia. thanks democrats for making it so easy for us!","""when you forget why you walked into the room""","""when you forget why you walked into the room""",0.7063450217247009,0.0012030864600092173,0.7051419352646917,-0.015427075
43201,img/43201.png,1,i didn't choose the tranny life the tranny life choose me,"""when you forget why you walked into the room""","""when you forget why you walked into the room""",0.00692055793479085,0.0012030864600092173,0.005717471474781632,0.10658881
95317,img/95317.png,1,all those in favour of bringing swedish women to america as refugees instead of muslims please like and share,"""when you forget why you walked into the room""","""when you forget why you walked into the room""",0.02311904914677143,0.0012030864600092173,0.021915962686762214,0.0058844476
16490,img/16490.png,1,i said glass of juice not gas the jews,"""when you forget why you walked into the room""","""when you forget why you walked into the room""",0.16256333887577057,0.0012030864600092173,0.16136025241576135,0.10056106
52903,img/52903.png,1,throwing off a gay one with the boys,"""when you forget why you walked into the room""","""when you forget why you walked into the room""",0.8407390117645264,0.0012030864600092173,0.8395359253045171,0.21427739
64805,img/64805.png,1,"we will kill every man, woman, child shia, sunni.... zoroastrain, kurd or christian but we don't touch israel why is that?","""when you forget why you walked into the room""","""when you forget why you walked into the room""",0.9204983115196228,0.0012030864600092173,0.9192952250596136,0.028998747
79103,img/79103.png,1,"racism exists among all races in the world.. white people are just better at it, like most things","""when you forget why you walked into the room""","""when you forget why you walked into the room""",0.4116212725639343,0.0012030864600092173,0.4104181861039251,-0.048747703
89042,img/89042.png,1,white people doing weird shit black people being criminals stereotypes they exist for a reason,"""when you forget why you walked into the room""","""when you forget why you walked into the room""",0.9737263917922974,0.0012030864600092173,0.9725233053322881,0.05085907
42387,img/42387.png,1,any girls a squirter if you sever an artery,"""when you forget why you walked into the room""","""when you forget why you walked into the room""",0.7626184821128845,0.0012030864600092173,0.7614153956528753,0.088620715
67415,img/67415.png,1,the tranny your you been girlfriend fucking,"""when you forget why you walked into the room""","""when you forget why you walked into the room""",0.9974077343940735,0.0012030864600092173,0.9962046479340643,0.14758235
72531,img/72531.png,1,indians evolution after 15august1947,"""when you forget why you walked into the room""","""when you forget why you walked into the room""",0.000827961543109268,0.0012030864600092173,-0.0003751249168999493,0.046245925
27953,img/27953.png,1,i was chatting this liberal chick in a bar who told me that i should be more open to muslim culture so i raped her,"""when you forget why you walked into the room""","""when you forget why you walked into the room""",0.8416862487792969,0.0012030864600092173,0.8404831623192877,0.11730126
42786,img/42786.png,1,"she literally tweeted ""let's make gas chambers great again""","""when you forget why you walked into the room""","""when you forget why you walked into the room""",0.0009588196990080178,0.0012030864600092173,-0.0002442667610011995,0.0815241
38704,img/38704.png,1,chicken niggers,"""when you forget why you walked into the room""","""when you forget why you walked into the room""",0.9669210910797119,0.0012030864600092173,0.9657180046197027,0.0701844
14695,img/14695.png,1,my dad is the best at hide and seek he's been gone for 15 years,"""when you forget why you walked into the room""","""when you forget why you walked into the room""",0.0034488935489207506,0.0012030864600092173,0.0022458070889115334,0.19694205
59837,img/59837.png,1,your purchase of $19.99 comes to $21.36 after theft,"""when you forget why you walked into the room""","""when you forget why you walked into the room""",0.03650696203112602,0.0012030864600092173,0.035303875571116805,0.16813992
7192,img/07192.png,1,when you're a nazi officer and someone gives you the name and location of a jewish family,"""when you forget why you walked into the room""","""when you forget why you walked into the room""",0.3290961682796478,0.0012030864600092173,0.3278930818196386,0.2110622
65320,img/65320.png,1,what's the difference between a cow and the holocaust? you can't milk a cow for 75 years,"""when you forget why you walked into the room""","""when you forget why you walked into the room""",0.20920157432556152,0.0012030864600092173,0.2079984878655523,0.057509094
4326,img/04326.png,1,when the chow mein was on point but you kinda miss your cat,"""when you forget why you walked into the room""","""when you forget why you walked into the room""",0.009700663387775421,0.0012030864600092173,0.008497576927766204,0.31758046
76034,img/76034.png,1,my momma... momma says girls are the devil,"""when you forget why you walked into the room""","""when you forget why you walked into the room""",0.8782643675804138,0.0012030864600092173,0.8770612811204046,0.17498927
52986,img/52986.png,1,the most beautiful chimpanzee and above him is one uglyass retarded nibba who says dc is better than marvel,"""when you forget why you walked into the room""","""when you forget why you walked into the room""",0.8760573267936707,0.0012030864600092173,0.8748542403336614,-0.05596412
37641,img/37641.png,1,when they asks why you dropped the muslim kid off from school to give the parents back their bomb,"""when you forget why you walked into the room""","""when you forget why you walked into the room""",0.12567712366580963,0.0012030864600092173,0.12447403720580041,0.40062648
85062,img/85062.png,1,who let this retard in this group,"""when you forget why you walked into the room""","""when you forget why you walked into the room""",0.8823379874229431,0.0012030864600092173,0.8811349009629339,0.103399105
89740,img/89740.png,1,africa 100 years ago africa today + aids,"""when you forget why you walked into the room""","""when you forget why you walked into the room""",0.1057208925485611,0.0012030864600092173,0.10451780608855188,0.071558945
61802,img/61802.png,1,black friday sale,"""when you forget why you walked into the room""","""when you forget why you walked into the room""",0.0026522635016590357,0.0012030864600092173,0.0014491770416498184,0.04037735
96143,img/96143.png,1,"roses are red, violets are blue mexicans are rapists, and so am i","""when you forget why you walked into the room""","""when you forget why you walked into the room""",0.7734535932540894,0.0012030864600092173,0.7722505067940801,0.16001411
34920,img/34920.png,1,the smell of not wearing deoderant,"""when you forget why you walked into the room""","""when you forget why you walked into the room""",0.07897505164146423,0.0012030864600092173,0.07777196518145502,0.14404945
51734,img/51734.png,1,when you're shooting up the school and the cops shoot the black kid that's running away,"""when you forget why you walked into the room""","""when you forget why you walked into the room""",0.8266120553016663,0.0012030864600092173,0.825408968841657,0.35411313
80534,img/80534.png,1,they trained you to hate the only man with the balls to stand up to them,"""when you forget why you walked into the room""","""when you forget why you walked into the room""",0.6973620057106018,0.0012030864600092173,0.6961589192505926,0.077111095
96073,img/96073.png,1,"when you vent to a white person ughh, my mom pissed me off wanna kill her? there u go wit dat bs","""when you forget why you walked into the room""","""when you forget why you walked into the room""",0.9893519282341003,0.0012030864600092173,0.9881488417740911,0.02919331
8632,img/08632.png,1,"""why do you have to punch a hole in the wall when you get upset?"" white guys: it defines who i am","""when you forget why you walked into the room""","""when you forget why you walked into the room""",0.4706920087337494,0.0012030864600092173,0.4694889222737402,0.2827806
38427,img/38427.png,1,when you see another black person getting their ass whipped by the cops stop breaking the law,"""when you forget why you walked into the room""","""when you forget why you walked into the room""",0.962120771408081,0.0012030864600092173,0.9609176849480718,0.10740159
62435,img/62435.png,1,wing wing wing herro? thats racist,"""when you forget why you walked into the room""","""when you forget why you walked into the room""",0.5503116250038147,0.0012030864600092173,0.5491085385438055,0.015707072
62081,img/62081.png,1,well let me tell you something brother fuck niccfps,"""when you forget why you walked into the room""","""when you forget why you walked into the room""",0.9945251941680908,0.0012030864600092173,0.9933221077080816,0.006949787
6483,img/06483.png,1,"one day, long, long ago, there lived a woman who did not whine, nag or bitch. but it was a long time ago, and it was just one day. ~the end~","""when you forget why you walked into the room""","""when you forget why you walked into the room""",0.5913294553756714,0.0012030864600092173,0.5901263689156622,0.28261954
12867,img/12867.png,1,"part of america, ""muslims have always been starting in colonial times"" and they were hijackers and terrorists back then too you f'n jackass","""when you forget why you walked into the room""","""when you forget why you walked into the room""",0.9378454089164734,0.0012030864600092173,0.9366423224564642,0.032903466
73204,img/73204.png,1,muslims in 2001 defund homeland security! muslim in congress 2019,"""when you forget why you walked into the room""","""when you forget why you walked into the room""",0.1835518330335617,0.0012030864600092173,0.1823487465735525,0.053501606
58604,img/58604.png,1,i got 99 problems and chromosomes are one,"""when you forget why you walked into the room""","""when you forget why you walked into the room""",0.012320365756750107,0.0012030864600092173,0.01111727929674089,0.042754408
93086,img/93086.png,1,sweden 2050 the muslim and african hordes execute the last real swede,"""when you forget why you walked into the room""","""when you forget why you walked into the room""",0.3269784152507782,0.0012030864600092173,0.325775328790769,0.07074838
72504,img/72504.png,1,"""they can try removin this flag"" (dog) ""it cant be that hard, half the trailer park has already""","""when you forget why you walked into the room""","""when you forget why you walked into the room""",0.006286859977990389,0.0012030864600092173,0.005083773517981172,0.13592514
10492,img/10492.png,1,"""judgement day will not come until the muslims fight the jews and kill them","""when you forget why you walked into the room""","""when you forget why you walked into the room""",0.8819801807403564,0.0012030864600092173,0.8807770942803472,0.19462578
67894,img/67894.png,1,what's the difference between a jew and a pizza a pizza doesn't scream in the oven,"""when you forget why you walked into the room""","""when you forget why you walked into the room""",0.13739417493343353,0.0012030864600092173,0.13619108847342432,0.12063805
78124,img/78124.png,1,"to see better, asians sometimes switch to fullscreen view","""when you forget why you walked into the room""","""when you forget why you walked into the room""",0.0007890674169175327,0.0012030864600092173,-0.0004140190430916846,0.065274775
78465,img/78465.png,1,mohammed was a pedophile and a rapist true story,"""when you forget why you walked into the room""","""when you forget why you walked into the room""",0.8959604501724243,0.0012030864600092173,0.8947573637124151,0.009355504
72893,img/72893.png,1,islam is the religion of peace! don't believe me? then i will blow you up,"""when you forget why you walked into the room""","""when you forget why you walked into the room""",0.9353588819503784,0.0012030864600092173,0.9341557954903692,0.025163904
40291,img/40291.png,1,"so i was going down on my grandma the other night, and i tasted horse semen i stopped for a second and thought to myself:is this how she died","""when you forget why you walked into the room""","""when you forget why you walked into the room""",0.759890615940094,0.0012030864600092173,0.7586875294800848,0.12257956
46910,img/46910.png,1,i'm voting for trump whitetrash lives matter the hoosier state,"""when you forget why you walked into the room""","""when you forget why you walked into the room""",0.032379571348428726,0.0012030864600092173,0.03117648488841951,0.037395
80924,img/80924.png,1,to all you salt water whiteback supremacists... ...your uber is here!!!,"""when you forget why you walked into the room""","""when you forget why you walked into the room""",0.6520346403121948,0.0012030864600092173,0.6508315538521856,-0.020587478
